"cty","Name","Teenage_Birth_Rate_women_only_rP_gF_pall"
"cty06089","Shasta County, CA",0.1599
"cty21035","Calloway County, KY",0.1597
"cty39157","Tuscarawas County, OH",0.1597
"cty26153","Schoolcraft County, MI",0.1595
"cty20003","Anderson County, KS",0.1594
"cty26115","Monroe County, MI",0.1593
"cty16071","Oneida County, ID",0.1592
"cty02090","Fairbanks North Star Borough, AK",0.1591
"cty42087","Mifflin County, PA",0.1591
"cty29199","Scotland County, MO",0.1591
"cty26097","Mackinac County, MI",0.1588
"cty41071","Yamhill County, OR",0.1588
"cty48173","Glasscock County, TX",0.1588
"cty29019","Boone County, MO",0.1587
"cty19133","Monona County, IA",0.1587
"cty15001","Hawaii County, HI",0.1587
"cty55067","Langlade County, WI",0.1587
"cty16019","Bonneville County, ID",0.1586
"cty39009","Athens County, OH",0.1586
"cty26077","Kalamazoo County, MI",0.1585
"cty34033","Salem County, NJ",0.1585
"cty16005","Bannock County, ID",0.1584
"cty39011","Auglaize County, OH",0.1584
"cty51750","Radford city, VA",0.1584
"cty08057","Jackson County, CO",0.1583
"cty20197","Wabaunsee County, KS",0.1583
"cty51051","Dickenson County, VA",0.1583
"cty27087","Mahnomen County, MN",0.1582
"cty26005","Allegan County, MI",0.1582
"cty20151","Pratt County, KS",0.1582
"cty19045","Clinton County, IA",0.1582
"cty26057","Gratiot County, MI",0.1582
"cty26157","Tuscola County, MI",0.1581
"cty16051","Jefferson County, ID",0.1578
"cty29197","Schuyler County, MO",0.1577
"cty48157","Fort Bend County, TX",0.1576
"cty49003","Box Elder County, UT",0.1576
"cty26065","Ingham County, MI",0.1575
"cty56023","Lincoln County, WY",0.1574
"cty54007","Braxton County, WV",0.1573
"cty08049","Grand County, CO",0.1573
"cty20017","Chase County, KS",0.1569
"cty39045","Fairfield County, OH",0.1569
"cty31163","Sherman County, NE",0.1569
"cty19173","Taylor County, IA",0.1568
"cty72007","Aguas Buenas Municipio, PR",0.1568
"cty48205","Hartley County, TX",0.1568
"cty42081","Lycoming County, PA",0.1568
"cty26101","Manistee County, MI",0.1567
"cty51171","Shenandoah County, VA",0.1567
"cty18059","Hancock County, IN",0.1567
"cty34031","Passaic County, NJ",0.1566
"cty42049","Erie County, PA",0.1565
"cty41029","Jackson County, OR",0.1565
"cty55107","Rusk County, WI",0.1563
"cty55053","Jackson County, WI",0.1562
"cty17147","Piatt County, IL",0.1561
"cty19001","Adair County, IA",0.1561
"cty34021","Mercer County, NJ",0.1561
"cty20071","Greeley County, KS",0.1561
"cty18081","Johnson County, IN",0.156
"cty48031","Blanco County, TX",0.1559
"cty51830","Williamsburg city, VA",0.1559
"cty48393","Roberts County, TX",0.1559
"cty53047","Okanogan County, WA",0.1558
"cty51810","Virginia Beach city, VA",0.1558
"cty20129","Morton County, KS",0.1558
"cty56033","Sheridan County, WY",0.1557
"cty56005","Campbell County, WY",0.1556
"cty46039","Deuel County, SD",0.1556
"cty21015","Boone County, KY",0.1556
"cty30023","Deer Lodge County, MT",0.1555
"cty20009","Barton County, KS",0.1555
"cty30067","Park County, MT",0.1554
"cty26143","Roscommon County, MI",0.1553
"cty29045","Clark County, MO",0.1553
"cty26119","Montmorency County, MI",0.1553
"cty20143","Ottawa County, KS",0.1552
"cty51165","Rockingham County, VA",0.1552
"cty53009","Clallam County, WA",0.1551
"cty19007","Appanoose County, IA",0.1551
"cty51510","Alexandria city, VA",0.155
"cty39005","Ashland County, OH",0.155
"cty48171","Gillespie County, TX",0.1548
"cty26015","Barry County, MI",0.1546
"cty26031","Cheboygan County, MI",0.1545
"cty41053","Polk County, OR",0.1545
"cty08111","San Juan County, CO",0.1545
"cty27057","Hubbard County, MN",0.1544
"cty48491","Williamson County, TX",0.1543
"cty18073","Jasper County, IN",0.1543
"cty26107","Mecosta County, MI",0.1543
"cty54031","Hardy County, WV",0.1542
"cty29047","Clay County, MO",0.1541
"cty39029","Columbiana County, OH",0.1538
"cty40003","Alfalfa County, OK",0.1538
"cty37031","Carteret County, NC",0.1537
"cty49053","Washington County, UT",0.1535
"cty42015","Bradford County, PA",0.1534
"cty12087","Monroe County, FL",0.1533
"cty20121","Miami County, KS",0.1533
"cty72101","Morovis Municipio, PR",0.1533
"cty53011","Clark County, WA",0.1531
"cty54001","Barbour County, WV",0.1531
"cty42105","Potter County, PA",0.1531
"cty24005","Baltimore County, MD",0.1529
"cty24023","Garrett County, MD",0.1529
"cty17169","Schuyler County, IL",0.1529
"cty53007","Chelan County, WA",0.1527
"cty20053","Ellsworth County, KS",0.1527
"cty29089","Howard County, MO",0.1526
"cty19145","Page County, IA",0.1524
"cty51043","Clarke County, VA",0.1523
"cty26155","Shiawassee County, MI",0.1522
"cty42009","Bedford County, PA",0.1521
"cty17179","Tazewell County, IL",0.1521
"cty08125","Yuma County, CO",0.152
"cty30089","Sanders County, MT",0.1519
"cty02130","Ketchikan Gateway Borough, AK",0.1518
"cty51125","Nelson County, VA",0.1518
"cty53059","Skamania County, WA",0.1518
"cty29005","Atchison County, MO",0.1518
"cty48319","Mason County, TX",0.1517
"cty18087","LaGrange County, IN",0.1517
"cty36073","Orleans County, NY",0.1517
"cty27115","Pine County, MN",0.1516
"cty20141","Osborne County, KS",0.1516
"cty12115","Sarasota County, FL",0.1515
"cty15009","Maui County, HI",0.1515
"cty36035","Fulton County, NY",0.1515
"cty51019","Bedford County, VA",0.1514
"cty46057","Hamlin County, SD",0.1514
"cty36057","Montgomery County, NY",0.1513
"cty27065","Kanabec County, MN",0.1513
"cty30065","Musselshell County, MT",0.1513
"cty30105","Valley County, MT",0.1512
"cty51185","Tazewell County, VA",0.1512
"cty51530","Buena Vista city, VA",0.1511
"cty41051","Multnomah County, OR",0.1508
"cty49035","Salt Lake County, UT",0.1507
"cty19157","Poweshiek County, IA",0.1507
"cty06043","Mariposa County, CA",0.1506
"cty19087","Henry County, IA",0.1504
"cty20113","McPherson County, KS",0.1503
"cty37089","Henderson County, NC",0.1502
"cty48149","Fayette County, TX",0.1502
"cty39123","Ottawa County, OH",0.1502
"cty31137","Phelps County, NE",0.1502
"cty39069","Henry County, OH",0.1501
"cty48263","Kent County, TX",0.1497
"cty12035","Flagler County, FL",0.1494
"cty13057","Cherokee County, GA",0.1493
"cty26017","Bay County, MI",0.1492
"cty31067","Gage County, NE",0.1491
"cty51570","Colonial Heights city, VA",0.1491
"cty08115","Sedgwick County, CO",0.1489
"cty31025","Cass County, NE",0.1488
"cty42061","Huntingdon County, PA",0.1488
"cty19153","Polk County, IA",0.1487
"cty19029","Cass County, IA",0.1486
"cty41027","Hood River County, OR",0.1485
"cty39051","Fulton County, OH",0.1485
"cty39019","Carroll County, OH",0.1484
"cty21193","Perry County, KY",0.1483
"cty19099","Jasper County, IA",0.1483
"cty30111","Yellowstone County, MT",0.1482
"cty06003","Alpine County, CA",0.1482
"cty29051","Cole County, MO",0.1482
"cty29189","St. Louis County, MO",0.1481
"cty54103","Wetzel County, WV",0.148
"cty54071","Pendleton County, WV",0.148
"cty17035","Cumberland County, IL",0.148
"cty48009","Archer County, TX",0.148
"cty23025","Somerset County, ME",0.1479
"cty55077","Marquette County, WI",0.1477
"cty26147","St. Clair County, MI",0.1476
"cty31127","Nemaha County, NE",0.1475
"cty21201","Robertson County, KY",0.1475
"cty36045","Jefferson County, NY",0.1474
"cty31147","Richardson County, NE",0.1472
"cty55137","Waushara County, WI",0.1472
"cty06045","Mendocino County, CA",0.1471
"cty24003","Anne Arundel County, MD",0.1469
"cty18129","Posey County, IN",0.1468
"cty18173","Warrick County, IN",0.1467
"cty17103","Lee County, IL",0.1467
"cty20027","Clay County, KS",0.1466
"cty39081","Jefferson County, OH",0.1465
"cty51015","Augusta County, VA",0.1465
"cty17015","Carroll County, IL",0.1465
"cty30073","Pondera County, MT",0.1464
"cty20085","Jackson County, KS",0.1464
"cty36009","Cattaraugus County, NY",0.1464
"cty41041","Lincoln County, OR",0.1463
"cty31131","Otoe County, NE",0.1463
"cty39057","Greene County, OH",0.1463
"cty18157","Tippecanoe County, IN",0.1462
"cty36123","Yates County, NY",0.146
"cty53063","Spokane County, WA",0.1456
"cty17073","Henry County, IL",0.1456
"cty18159","Tipton County, IN",0.1456
"cty72127","San Juan Municipio, PR",0.1454
"cty20007","Barber County, KS",0.1453
"cty20119","Meade County, KS",0.1453
"cty26045","Eaton County, MI",0.1452
"cty19195","Worth County, IA",0.1452
"cty17083","Jersey County, IL",0.1451
"cty06083","Santa Barbara County, CA",0.1449
"cty41017","Deschutes County, OR",0.1447
"cty06049","Modoc County, CA",0.1447
"cty54083","Randolph County, WV",0.1447
"cty31161","Sheridan County, NE",0.1446
"cty55083","Oconto County, WI",0.1446
"cty36013","Chautauqua County, NY",0.1445
"cty26073","Isabella County, MI",0.1445
"cty25013","Hampden County, MA",0.1445
"cty48121","Denton County, TX",0.1444
"cty24029","Kent County, MD",0.1444
"cty31021","Burt County, NE",0.1444
"cty55037","Florence County, WI",0.1444
"cty54033","Harrison County, WV",0.1444
"cty20127","Morris County, KS",0.1443
"cty31125","Nance County, NE",0.1442
"cty51683","Manassas city, VA",0.1441
"cty26013","Baraga County, MI",0.144
"cty08007","Archuleta County, CO",0.144
"cty42011","Berks County, PA",0.1439
"cty19021","Buena Vista County, IA",0.1438
"cty53051","Pend Oreille County, WA",0.1438
"cty42099","Perry County, PA",0.1438
"cty06007","Butte County, CA",0.1437
"cty36105","Sullivan County, NY",0.1436
"cty53035","Kitsap County, WA",0.1435
"cty27029","Clearwater County, MN",0.1434
"cty55031","Douglas County, WI",0.1434
"cty54091","Taylor County, WV",0.1434
"cty17141","Ogle County, IL",0.1434
"cty16045","Gem County, ID",0.1433
"cty06051","Mono County, CA",0.1433
"cty40007","Beaver County, OK",0.1432
"cty17067","Hancock County, IL",0.143
"cty24009","Calvert County, MD",0.1429
"cty48397","Rockwall County, TX",0.1426
"cty42075","Lebanon County, PA",0.1426
"cty55005","Barron County, WI",0.1426
"cty36075","Oswego County, NY",0.1423
"cty31165","Sioux County, NE",0.1423
"cty19123","Mahaska County, IA",0.1423
"cty36115","Washington County, NY",0.1422
"cty42117","Tioga County, PA",0.1421
"cty17049","Effingham County, IL",0.1421
"cty24041","Talbot County, MD",0.142
"cty42001","Adams County, PA",0.142
"cty16023","Butte County, ID",0.1419
"cty27007","Beltrami County, MN",0.1418
"cty51775","Salem city, VA",0.1418
"cty54079","Putnam County, WV",0.1418
"cty17011","Bureau County, IL",0.1417
"cty02020","Anchorage Municipality, AK",0.1415
"cty19069","Franklin County, IA",0.1415
"cty38103","Wells County, ND",0.1414
"cty31001","Adams County, NE",0.1414
"cty54051","Marshall County, WV",0.1414
"cty36101","Steuben County, NY",0.1413
"cty32005","Douglas County, NV",0.1412
"cty54067","Nicholas County, WV",0.1411
"cty36107","Tioga County, NY",0.1409
"cty12109","St. Johns County, FL",0.1408
"cty29151","Osage County, MO",0.1408
"cty44007","Providence County, RI",0.1407
"cty30091","Sheridan County, MT",0.1406
"cty19143","Osceola County, IA",0.1406
"cty27105","Nobles County, MN",0.1404
"cty51153","Prince William County, VA",0.1403
"cty55115","Shawano County, WI",0.1401
"cty54093","Tucker County, WV",0.1401
"cty29001","Adair County, MO",0.1401
"cty18007","Benton County, IN",0.14
"cty54077","Preston County, WV",0.14
"cty06093","Siskiyou County, CA",0.1399
"cty08121","Washington County, CO",0.1398
"cty24035","Queen Anne's County, MD",0.1397
"cty55013","Burnett County, WI",0.1395
"cty06073","San Diego County, CA",0.1395
"cty02170","Matanuska-Susitna Borough, AK",0.1395
"cty26087","Lapeer County, MI",0.1395
"cty55023","Crawford County, WI",0.1395
"cty51063","Floyd County, VA",0.1395
"cty33019","Sullivan County, NH",0.1394
"cty23021","Piscataquis County, ME",0.1391
"cty16049","Idaho County, ID",0.1391
"cty19197","Wright County, IA",0.1391
"cty42133","York County, PA",0.1388
"cty36117","Wayne County, NY",0.1388
"cty27099","Mower County, MN",0.1387
"cty26001","Alcona County, MI",0.1386
"cty36043","Herkimer County, NY",0.1386
"cty17197","Will County, IL",0.1385
"cty46037","Day County, SD",0.1384
"cty19079","Hamilton County, IA",0.1384
"cty20165","Rush County, KS",0.1384
"cty39133","Portage County, OH",0.1383
"cty21239","Woodford County, KY",0.1383
"cty55075","Marinette County, WI",0.1383
"cty09015","Windham County, CT",0.1382
"cty19083","Hardin County, IA",0.1382
"cty38105","Williams County, ND",0.138
"cty31109","Lancaster County, NE",0.138
"cty53031","Jefferson County, WA",0.1378
"cty42121","Venango County, PA",0.1378
"cty23027","Waldo County, ME",0.1378
"cty29087","Holt County, MO",0.1377
"cty31093","Howard County, NE",0.1377
"cty27047","Freeborn County, MN",0.1377
"cty20115","Marion County, KS",0.1377
"cty18011","Boone County, IN",0.1376
"cty08047","Gilpin County, CO",0.1376
"cty17155","Putnam County, IL",0.1375
"cty16001","Ada County, ID",0.1374
"cty46051","Grant County, SD",0.1373
"cty55127","Walworth County, WI",0.1371
"cty42113","Sullivan County, PA",0.1371
"cty08093","Park County, CO",0.1369
"cty55003","Ashland County, WI",0.1365
"cty17027","Clinton County, IL",0.1365
"cty39013","Belmont County, OH",0.1364
"cty02122","Kenai Peninsula Borough, AK",0.1363
"cty26113","Missaukee County, MI",0.1363
"cty36017","Chenango County, NY",0.1362
"cty13073","Columbia County, GA",0.1362
"cty21007","Ballard County, KY",0.1362
"cty27173","Yellow Medicine County, MN",0.1361
"cty42051","Fayette County, PA",0.1361
"cty54029","Hancock County, WV",0.1361
"cty55135","Waupaca County, WI",0.136
"cty12117","Seminole County, FL",0.1359
"cty16017","Bonner County, ID",0.1356
"cty17113","McLean County, IL",0.1356
"cty16021","Boundary County, ID",0.1355
"cty31121","Merrick County, NE",0.1355
"cty42083","McKean County, PA",0.1354
"cty31145","Red Willow County, NE",0.1352
"cty31119","Madison County, NE",0.1351
"cty15003","Honolulu County, HI",0.1351
"cty17131","Mercer County, IL",0.135
"cty40043","Dewey County, OK",0.1349
"cty20029","Cloud County, KS",0.1347
"cty38061","Mountrail County, ND",0.1346
"cty08095","Phillips County, CO",0.1346
"cty42115","Susquehanna County, PA",0.1345
"cty41039","Lane County, OR",0.1344
"cty06111","Ventura County, CA",0.1344
"cty42093","Montour County, PA",0.1344
"cty17109","McDonough County, IL",0.1343
"cty31101","Keith County, NE",0.1343
"cty36063","Niagara County, NY",0.1342
"cty33007","Coos County, NH",0.1342
"cty51021","Bland County, VA",0.1339
"cty06009","Calaveras County, CA",0.1339
"cty20147","Phillips County, KS",0.1338
"cty31007","Banner County, NE",0.1338
"cty51095","James City County, VA",0.1338
"cty39169","Wayne County, OH",0.1337
"cty20137","Norton County, KS",0.1337
"cty42073","Lawrence County, PA",0.1336
"cty30029","Flathead County, MT",0.1335
"cty02060","Bristol Bay Borough, AK",0.1335
"cty36055","Monroe County, NY",0.1334
"cty46115","Spink County, SD",0.1334
"cty08119","Teller County, CO",0.1333
"cty27035","Crow Wing County, MN",0.1332
"cty06001","Alameda County, CA",0.1331
"cty20109","Logan County, KS",0.1331
"cty20171","Scott County, KS",0.1331
"cty17063","Grundy County, IL",0.133
"cty36023","Cortland County, NY",0.1325
"cty26109","Menominee County, MI",0.1324
"cty18063","Hendricks County, IN",0.1324
"cty31073","Gosper County, NE",0.1322
"cty31053","Dodge County, NE",0.132
"cty20161","Riley County, KS",0.1319
"cty06023","Humboldt County, CA",0.1319
"cty23015","Lincoln County, ME",0.1318
"cty06113","Yolo County, CA",0.1317
"cty42013","Blair County, PA",0.1316
"cty55017","Chippewa County, WI",0.1315
"cty31095","Jefferson County, NE",0.1314
"cty40151","Woods County, OK",0.1313
"cty48259","Kendall County, TX",0.1313
"cty20045","Douglas County, KS",0.1312
"cty31041","Custer County, NE",0.1312
"cty26007","Alpena County, MI",0.1311
"cty08051","Gunnison County, CO",0.1311
"cty20081","Haskell County, KS",0.1309
"cty49029","Morgan County, UT",0.1309
"cty39173","Wood County, OH",0.1308
"cty26151","Sanilac County, MI",0.1308
"cty31181","Webster County, NE",0.1308
"cty30001","Beaverhead County, MT",0.1307
"cty53037","Kittitas County, WA",0.1307
"cty55069","Lincoln County, WI",0.1306
"cty20135","Ness County, KS",0.1305
"cty55111","Sauk County, WI",0.1304
"cty26029","Charlevoix County, MI",0.1304
"cty26011","Arenac County, MI",0.1303
"cty19129","Mills County, IA",0.1303
"cty51179","Stafford County, VA",0.1301
"cty49051","Wasatch County, UT",0.1301
"cty55129","Washburn County, WI",0.1301
"cty23017","Oxford County, ME",0.1301
"cty48045","Briscoe County, TX",0.13
"cty42097","Northumberland County, PA",0.13
"cty20123","Mitchell County, KS",0.1298
"cty42039","Crawford County, PA",0.1298
"cty08113","San Miguel County, CO",0.1297
"cty17041","Douglas County, IL",0.1296
"cty13135","Gwinnett County, GA",0.1295
"cty39165","Warren County, OH",0.1293
"cty26131","Ontonagon County, MI",0.1293
"cty16041","Franklin County, ID",0.1291
"cty42071","Lancaster County, PA",0.129
"cty20193","Thomas County, KS",0.129
"cty51127","New Kent County, VA",0.1289
"cty27095","Mille Lacs County, MN",0.1288
"cty46099","Minnehaha County, SD",0.1287
"cty13067","Cobb County, GA",0.1287
"cty30081","Ravalli County, MT",0.1287
"cty31065","Furnas County, NE",0.1287
"cty30093","Silver Bow County, MT",0.1286
"cty19085","Harrison County, IA",0.1286
"cty36067","Onondaga County, NY",0.1285
"cty36011","Cayuga County, NY",0.1285
"cty46123","Tripp County, SD",0.1284
"cty53067","Thurston County, WA",0.1283
"cty55117","Sheboygan County, WI",0.1283
"cty23001","Androscoggin County, ME",0.1281
"cty19125","Marion County, IA",0.1281
"cty31017","Brown County, NE",0.1281
"cty36033","Franklin County, NY",0.128
"cty19081","Hancock County, IA",0.128
"cty19073","Greene County, IA",0.1279
"cty36089","St. Lawrence County, NY",0.1277
"cty31133","Pawnee County, NE",0.1277
"cty39107","Mercer County, OH",0.1277
"cty12085","Martin County, FL",0.1277
"cty19181","Warren County, IA",0.1276
"cty06109","Tuolumne County, CA",0.1275
"cty56019","Johnson County, WY",0.1274
"cty17037","DeKalb County, IL",0.1274
"cty46029","Codington County, SD",0.127
"cty34039","Union County, NJ",0.127
"cty42067","Juniata County, PA",0.1269
"cty31051","Dixon County, NE",0.1269
"cty08009","Baca County, CO",0.1266
"cty53029","Island County, WA",0.1265
"cty19107","Keokuk County, IA",0.1265
"cty06105","Trinity County, CA",0.1265
"cty17189","Washington County, IL",0.1264
"cty18127","Porter County, IN",0.1263
"cty50003","Bennington County, VT",0.1263
"cty42077","Lehigh County, PA",0.1261
"cty31019","Buffalo County, NE",0.1261
"cty27093","Meeker County, MN",0.126
"cty42085","Mercer County, PA",0.1259
"cty37183","Wake County, NC",0.1258
"cty18001","Adams County, IN",0.1258
"cty19121","Madison County, IA",0.1257
"cty26139","Ottawa County, MI",0.1256
"cty19131","Mitchell County, IA",0.1256
"cty20153","Rawlins County, KS",0.1256
"cty19059","Dickinson County, IA",0.1256
"cty36031","Essex County, NY",0.1255
"cty50019","Orleans County, VT",0.1254
"cty72009","Aibonito Municipio, PR",0.1254
"cty40059","Harper County, OK",0.1253
"cty19113","Linn County, IA",0.1252
"cty29147","Nodaway County, MO",0.1252
"cty55047","Green Lake County, WI",0.1251
"cty27085","McLeod County, MN",0.1251
"cty31031","Cherry County, NE",0.1251
"cty38101","Ward County, ND",0.1249
"cty09011","New London County, CT",0.1249
"cty16029","Caribou County, ID",0.1249
"cty37043","Clay County, NC",0.1249
"cty23013","Knox County, ME",0.1248
"cty31159","Seward County, NE",0.1248
"cty19189","Winnebago County, IA",0.1248
"cty51023","Botetourt County, VA",0.1247
"cty55027","Dodge County, WI",0.1247
"cty27123","Ramsey County, MN",0.1246
"cty27077","Lake of the Woods County, MN",0.1246
"cty19033","Cerro Gordo County, IA",0.1246
"cty24025","Harford County, MD",0.1245
"cty16061","Lewis County, ID",0.1245
"cty54069","Ohio County, WV",0.1244
"cty36019","Clinton County, NY",0.1243
"cty26043","Dickinson County, MI",0.1242
"cty19065","Fayette County, IA",0.1241
"cty46005","Beadle County, SD",0.124
"cty46081","Lawrence County, SD",0.124
"cty16065","Madison County, ID",0.1239
"cty02100","Haines Borough, AK",0.1238
"cty27091","Martin County, MN",0.1235
"cty26041","Delta County, MI",0.1234
"cty31071","Garfield County, NE",0.1234
"cty34009","Cape May County, NJ",0.1234
"cty06087","Santa Cruz County, CA",0.1233
"cty38099","Walsh County, ND",0.1233
"cty23023","Sagadahoc County, ME",0.1233
"cty31167","Stanton County, NE",0.1233
"cty46053","Gregory County, SD",0.1232
"cty02150","Kodiak Island Borough, AK",0.1231
"cty31141","Platte County, NE",0.1228
"cty19077","Guthrie County, IA",0.1228
"cty55091","Pepin County, WI",0.1228
"cty42005","Armstrong County, PA",0.1228
"cty42109","Snyder County, PA",0.1227
"cty51157","Rappahannock County, VA",0.1227
"cty27061","Itasca County, MN",0.1225
"cty08005","Arapahoe County, CO",0.1225
"cty38083","Sheridan County, ND",0.1224
"cty33001","Belknap County, NH",0.1224
"cty26137","Otsego County, MI",0.1223
"cty46023","Charles Mix County, SD",0.1222
"cty38049","McHenry County, ND",0.1222
"cty27133","Rock County, MN",0.1222
"cty49049","Utah County, UT",0.1219
"cty17079","Jasper County, IL",0.1219
"cty50011","Franklin County, VT",0.1218
"cty42065","Jefferson County, PA",0.1218
"cty38093","Stutsman County, ND",0.1217
"cty30017","Custer County, MT",0.1217
"cty55085","Oneida County, WI",0.1217
"cty46127","Union County, SD",0.1215
"cty55121","Trempealeau County, WI",0.1214
"cty36081","Queens County, NY",0.1213
"cty31153","Sarpy County, NE",0.1212
"cty51041","Chesterfield County, VA",0.1212
"cty49055","Wayne County, UT",0.1212
"cty19151","Pocahontas County, IA",0.1211
"cty54009","Brooke County, WV",0.1209
"cty36065","Oneida County, NY",0.1209
"cty27119","Polk County, MN",0.1208
"cty27005","Becker County, MN",0.1208
"cty17093","Kendall County, IL",0.1208
"cty42123","Warren County, PA",0.1208
"cty17097","Lake County, IL",0.1207
"cty30027","Fergus County, MT",0.1207
"cty41023","Grant County, OR",0.1207
"cty08039","Elbert County, CO",0.1206
"cty08059","Jefferson County, CO",0.1205
"cty19015","Boone County, IA",0.1205
"cty27063","Jackson County, MN",0.1204
"cty51163","Rockbridge County, VA",0.1204
"cty20149","Pottawatomie County, KS",0.1204
"cty24021","Frederick County, MD",0.1201
"cty55009","Brown County, WI",0.12
"cty31061","Franklin County, NE",0.12
"cty49011","Davis County, UT",0.1199
"cty20117","Marshall County, KS",0.1198
"cty46065","Hughes County, SD",0.1197
"cty55007","Bayfield County, WI",0.1197
"cty09003","Hartford County, CT",0.1197
"cty33017","Strafford County, NH",0.1196
"cty54061","Monongalia County, WV",0.1195
"cty53073","Whatcom County, WA",0.1194
"cty55055","Jefferson County, WI",0.1192
"cty26055","Grand Traverse County, MI",0.1191
"cty27097","Morrison County, MN",0.1188
"cty42025","Carbon County, PA",0.1188
"cty53061","Snohomish County, WA",0.1187
"cty19161","Sac County, IA",0.1186
"cty51121","Montgomery County, VA",0.1184
"cty19159","Ringgold County, IA",0.1182
"cty39137","Putnam County, OH",0.1182
"cty30063","Missoula County, MT",0.118
"cty55033","Dunn County, WI",0.118
"cty31049","Deuel County, NE",0.1179
"cty38095","Towner County, ND",0.1179
"cty19071","Fremont County, IA",0.1178
"cty31151","Saline County, NE",0.1178
"cty51161","Roanoke County, VA",0.1178
"cty19005","Allamakee County, IA",0.1177
"cty30095","Stillwater County, MT",0.1176
"cty55139","Winnebago County, WI",0.1174
"cty51075","Goochland County, VA",0.1174
"cty38011","Bowman County, ND",0.1173
"cty51013","Arlington County, VA",0.1173
"cty55039","Fond du Lac County, WI",0.1173
"cty27153","Todd County, MN",0.1172
"cty23029","Washington County, ME",0.1171
"cty08069","Larimer County, CO",0.1171
"cty26047","Emmet County, MI",0.1171
"cty42107","Schuylkill County, PA",0.1171
"cty42131","Wyoming County, PA",0.1169
"cty17123","Marshall County, IL",0.1169
"cty30049","Lewis and Clark County, MT",0.1168
"cty31029","Chase County, NE",0.1168
"cty37189","Watauga County, NC",0.1168
"cty36025","Delaware County, NY",0.1167
"cty31129","Nuckolls County, NE",0.1166
"cty19105","Jones County, IA",0.1164
"cty31097","Johnson County, NE",0.1163
"cty46049","Faulk County, SD",0.1162
"cty46101","Moody County, SD",0.1161
"cty42045","Delaware County, PA",0.116
"cty38047","Logan County, ND",0.116
"cty27161","Waseca County, MN",0.1159
"cty42059","Greene County, PA",0.1159
"cty27043","Faribault County, MN",0.1159
"cty27025","Chisago County, MN",0.1158
"cty19149","Plymouth County, IA",0.1158
"cty19101","Jefferson County, IA",0.1157
"cty16085","Valley County, ID",0.1157
"cty51061","Fauquier County, VA",0.1155
"cty23003","Aroostook County, ME",0.1154
"cty27151","Swift County, MN",0.1154
"cty41037","Lake County, OR",0.1153
"cty27009","Benton County, MN",0.1151
"cty55141","Wood County, WI",0.115
"cty30061","Mineral County, MT",0.115
"cty50009","Essex County, VT",0.115
"cty13117","Forsyth County, GA",0.115
"cty42095","Northampton County, PA",0.1149
"cty42033","Clearfield County, PA",0.1149
"cty34005","Burlington County, NJ",0.1148
"cty17009","Brown County, IL",0.1148
"cty38035","Grand Forks County, ND",0.1147
"cty31045","Dawes County, NE",0.1143
"cty29165","Platte County, MO",0.1141
"cty27059","Isanti County, MN",0.114
"cty36053","Madison County, NY",0.1139
"cty27089","Marshall County, MN",0.1139
"cty17085","Jo Daviess County, IL",0.1139
"cty46135","Yankton County, SD",0.1138
"cty51145","Powhatan County, VA",0.1138
"cty29183","St. Charles County, MO",0.1137
"cty36029","Erie County, NY",0.1136
"cty53069","Wahkiakum County, WA",0.1136
"cty26161","Washtenaw County, MI",0.1135
"cty54049","Marion County, WV",0.1135
"cty27169","Winona County, MN",0.1134
"cty19047","Crawford County, IA",0.1133
"cty55097","Portage County, WI",0.1133
"cty27147","Steele County, MN",0.1132
"cty06059","Orange County, CA",0.1131
"cty23007","Franklin County, ME",0.1131
"cty55019","Clark County, WI",0.1131
"cty36083","Rensselaer County, NY",0.113
"cty33005","Cheshire County, NH",0.1129
"cty20065","Graham County, KS",0.1129
"cty06013","Contra Costa County, CA",0.1128
"cty09009","New Haven County, CT",0.1126
"cty55061","Kewaunee County, WI",0.1126
"cty19049","Dallas County, IA",0.1126
"cty37135","Orange County, NC",0.1126
"cty31099","Kearney County, NE",0.1125
"cty46013","Brown County, SD",0.1124
"cty46091","Marshall County, SD",0.1124
"cty55103","Richland County, WI",0.1124
"cty06085","Santa Clara County, CA",0.1122
"cty55095","Polk County, WI",0.1122
"cty02110","Juneau City and Borough, AK",0.1121
"cty46015","Brule County, SD",0.112
"cty46105","Perkins County, SD",0.1119
"cty20083","Hodgeman County, KS",0.1119
"cty30021","Dawson County, MT",0.1118
"cty55071","Manitowoc County, WI",0.1117
"cty50017","Orange County, VT",0.1117
"cty55021","Columbia County, WI",0.1117
"cty51199","York County, VA",0.1116
"cty23031","York County, ME",0.1115
"cty16007","Bear Lake County, ID",0.1113
"cty31185","York County, NE",0.1111
"cty36049","Lewis County, NY",0.1109
"cty56029","Park County, WY",0.1109
"cty42037","Columbia County, PA",0.1108
"cty18037","Dubois County, IN",0.1107
"cty20201","Washington County, KS",0.1107
"cty27017","Carlton County, MN",0.1105
"cty08067","La Plata County, CO",0.1105
"cty55123","Vernon County, WI",0.1105
"cty20131","Nemaha County, KS",0.1105
"cty56001","Albany County, WY",0.1105
"cty51017","Bath County, VA",0.1102
"cty19089","Howard County, IA",0.1101
"cty08014","Broomfield County, CO",0.1101
"cty26053","Gogebic County, MI",0.1099
"cty19035","Cherokee County, IA",0.1099
"cty27071","Koochiching County, MN",0.1099
"cty46055","Haakon County, SD",0.1099
