"cty","Name","College_Graduation_Rate_rP_gP_pall"
"cty39145","Scioto County, OH",0.2681
"cty17051","Fayette County, IL",0.2681
"cty55135","Waupaca County, WI",0.2681
"cty05061","Howard County, AR",0.2681
"cty18109","Morgan County, IN",0.2681
"cty13039","Camden County, GA",0.2679
"cty13315","Wilcox County, GA",0.2679
"cty08029","Delta County, CO",0.2679
"cty48341","Moore County, TX",0.2678
"cty53065","Stevens County, WA",0.2677
"cty49041","Sevier County, UT",0.2676
"cty48223","Hopkins County, TX",0.2676
"cty37045","Cleveland County, NC",0.2673
"cty39087","Lawrence County, OH",0.2672
"cty48017","Bailey County, TX",0.2672
"cty13285","Troup County, GA",0.2671
"cty55067","Langlade County, WI",0.2671
"cty01079","Lawrence County, AL",0.267
"cty29129","Mercer County, MO",0.267
"cty37117","Martin County, NC",0.2669
"cty17075","Iroquois County, IL",0.2668
"cty48231","Hunt County, TX",0.2667
"cty49057","Weber County, UT",0.2666
"cty24011","Caroline County, MD",0.2663
"cty47077","Henderson County, TN",0.2663
"cty29049","Clinton County, MO",0.2662
"cty37159","Rowan County, NC",0.2662
"cty16059","Lemhi County, ID",0.2662
"cty47063","Hamblen County, TN",0.2661
"cty37111","McDowell County, NC",0.2661
"cty29207","Stoddard County, MO",0.2657
"cty48347","Nacogdoches County, TX",0.2655
"cty28163","Yazoo County, MS",0.2654
"cty41059","Umatilla County, OR",0.2653
"cty19107","Keokuk County, IA",0.2652
"cty26159","Van Buren County, MI",0.2651
"cty46049","Faulk County, SD",0.2651
"cty13179","Liberty County, GA",0.2651
"cty21189","Owsley County, KY",0.2648
"cty53049","Pacific County, WA",0.2647
"cty06009","Calaveras County, CA",0.2647
"cty46111","Sanborn County, SD",0.2646
"cty40003","Alfalfa County, OK",0.2645
"cty21057","Cumberland County, KY",0.2645
"cty01115","St. Clair County, AL",0.2644
"cty21047","Christian County, KY",0.2644
"cty37053","Currituck County, NC",0.2644
"cty26157","Tuscola County, MI",0.2643
"cty37169","Stokes County, NC",0.2643
"cty26057","Gratiot County, MI",0.2643
"cty37039","Cherokee County, NC",0.2643
"cty20059","Franklin County, KS",0.2643
"cty32033","White Pine County, NV",0.2642
"cty17191","Wayne County, IL",0.2641
"cty51133","Northumberland County, VA",0.264
"cty12097","Osceola County, FL",0.2639
"cty22027","Claiborne Parish, LA",0.2638
"cty48391","Refugio County, TX",0.2638
"cty20081","Haskell County, KS",0.2636
"cty55053","Jackson County, WI",0.2635
"cty05029","Conway County, AR",0.2635
"cty21039","Carlisle County, KY",0.2635
"cty47153","Sequatchie County, TN",0.2632
"cty21019","Boyd County, KY",0.2631
"cty40101","Muskogee County, OK",0.263
"cty47111","Macon County, TN",0.2629
"cty47023","Chester County, TN",0.2629
"cty37007","Anson County, NC",0.2628
"cty41043","Linn County, OR",0.2627
"cty45089","Williamsburg County, SC",0.2627
"cty22001","Acadia Parish, LA",0.2627
"cty48479","Webb County, TX",0.2627
"cty01107","Pickens County, AL",0.2627
"cty19137","Montgomery County, IA",0.2627
"cty17081","Jefferson County, IL",0.2626
"cty13235","Pulaski County, GA",0.2626
"cty06099","Stanislaus County, CA",0.2625
"cty01075","Lamar County, AL",0.2625
"cty40011","Blaine County, OK",0.2624
"cty55013","Burnett County, WI",0.2624
"cty01057","Fayette County, AL",0.2624
"cty37193","Wilkes County, NC",0.2624
"cty21101","Henderson County, KY",0.2623
"cty21055","Crittenden County, KY",0.2623
"cty21123","Larue County, KY",0.2623
"cty01099","Monroe County, AL",0.2622
"cty08011","Bent County, CO",0.2621
"cty47021","Cheatham County, TN",0.2621
"cty04007","Gila County, AZ",0.262
"cty51101","King William County, VA",0.262
"cty19115","Louisa County, IA",0.262
"cty45027","Clarendon County, SC",0.2619
"cty18101","Martin County, IN",0.2618
"cty40031","Comanche County, OK",0.2617
"cty13165","Jenkins County, GA",0.2616
"cty05059","Hot Spring County, AR",0.2616
"cty53039","Klickitat County, WA",0.2616
"cty56031","Platte County, WY",0.2614
"cty29159","Pettis County, MO",0.2613
"cty32021","Mineral County, NV",0.2613
"cty22049","Jackson Parish, LA",0.2613
"cty26051","Gladwin County, MI",0.2612
"cty47085","Humphreys County, TN",0.261
"cty30085","Roosevelt County, MT",0.2609
"cty17087","Johnson County, IL",0.2609
"cty48241","Jasper County, TX",0.2608
"cty51710","Norfolk city, VA",0.2607
"cty40087","McClain County, OK",0.2607
"cty02170","Matanuska-Susitna Borough, AK",0.2607
"cty47147","Robertson County, TN",0.2606
"cty18113","Noble County, IN",0.2604
"cty37103","Jones County, NC",0.2603
"cty47169","Trousdale County, TN",0.2603
"cty12077","Liberty County, FL",0.2602
"cty12129","Wakulla County, FL",0.2602
"cty28023","Clarke County, MS",0.2602
"cty47117","Marshall County, TN",0.2602
"cty47123","Monroe County, TN",0.26
"cty17033","Crawford County, IL",0.26
"cty48005","Angelina County, TX",0.2599
"cty04023","Santa Cruz County, AZ",0.2598
"cty37077","Granville County, NC",0.2598
"cty28117","Prentiss County, MS",0.2598
"cty47053","Gibson County, TN",0.2598
"cty16027","Canyon County, ID",0.2597
"cty21193","Perry County, KY",0.2597
"cty01049","DeKalb County, AL",0.2596
"cty06065","Riverside County, CA",0.2596
"cty45031","Darlington County, SC",0.2596
"cty35043","Sandoval County, NM",0.2595
"cty55023","Crawford County, WI",0.2595
"cty13175","Laurens County, GA",0.2595
"cty18027","Daviess County, IN",0.2595
"cty23029","Washington County, ME",0.2594
"cty41009","Columbia County, OR",0.2593
"cty18013","Brown County, IN",0.2593
"cty22045","Iberia Parish, LA",0.2592
"cty48021","Bastrop County, TX",0.2592
"cty22021","Caldwell Parish, LA",0.2592
"cty13313","Whitfield County, GA",0.2592
"cty28155","Webster County, MS",0.259
"cty02240","Southeast Fairbanks Census Area, AK",0.259
"cty22117","Washington Parish, LA",0.259
"cty05137","Stone County, AR",0.2589
"cty13223","Paulding County, GA",0.2588
"cty48253","Jones County, TX",0.2588
"cty12055","Highlands County, FL",0.2587
"cty39121","Noble County, OH",0.2587
"cty37197","Yadkin County, NC",0.2585
"cty13317","Wilkes County, GA",0.2584
"cty55123","Vernon County, WI",0.2583
"cty51089","Henry County, VA",0.2583
"cty37185","Warren County, NC",0.2582
"cty37065","Edgecombe County, NC",0.2582
"cty19117","Lucas County, IA",0.2582
"cty22097","St. Landry Parish, LA",0.2581
"cty21149","McLean County, KY",0.258
"cty38049","McHenry County, ND",0.258
"cty12105","Polk County, FL",0.2577
"cty48251","Johnson County, TX",0.2577
"cty13191","McIntosh County, GA",0.2577
"cty29133","Mississippi County, MO",0.2576
"cty37161","Rutherford County, NC",0.2576
"cty21229","Washington County, KY",0.2576
"cty01061","Geneva County, AL",0.2576
"cty06051","Mono County, CA",0.2576
"cty29229","Wright County, MO",0.2575
"cty29023","Butler County, MO",0.2574
"cty22109","Terrebonne Parish, LA",0.2573
"cty47137","Pickett County, TN",0.2573
"cty49029","Morgan County, UT",0.2573
"cty48361","Orange County, TX",0.2572
"cty51105","Lee County, VA",0.2572
"cty47143","Rhea County, TN",0.2569
"cty28029","Copiah County, MS",0.2569
"cty05093","Mississippi County, AR",0.2569
"cty47091","Johnson County, TN",0.2568
"cty39127","Perry County, OH",0.2568
"cty55113","Sawyer County, WI",0.2567
"cty22039","Evangeline Parish, LA",0.2567
"cty18015","Carroll County, IN",0.2566
"cty47045","Dyer County, TN",0.2566
"cty37151","Randolph County, NC",0.2565
"cty05113","Polk County, AR",0.2564
"cty55061","Kewaunee County, WI",0.2563
"cty51063","Floyd County, VA",0.2562
"cty37069","Franklin County, NC",0.2561
"cty37163","Sampson County, NC",0.256
"cty37047","Columbus County, NC",0.256
"cty08043","Fremont County, CO",0.256
"cty42061","Huntingdon County, PA",0.256
"cty39079","Jackson County, OH",0.256
"cty18177","Wayne County, IN",0.256
"cty45025","Chesterfield County, SC",0.2558
"cty35051","Sierra County, NM",0.2557
"cty46009","Bon Homme County, SD",0.2557
"cty29145","Newton County, MO",0.2555
"cty21029","Bullitt County, KY",0.2555
"cty48275","Knox County, TX",0.2555
"cty21153","Magoffin County, KY",0.2555
"cty12049","Hardee County, FL",0.2554
"cty17061","Greene County, IL",0.2552
"cty48049","Brown County, TX",0.2552
"cty28005","Amite County, MS",0.2552
"cty06029","Kern County, CA",0.2551
"cty22101","St. Mary Parish, LA",0.2551
"cty51033","Caroline County, VA",0.2551
"cty28003","Alcorn County, MS",0.2551
"cty29149","Oregon County, MO",0.255
"cty29185","St. Clair County, MO",0.2549
"cty12027","DeSoto County, FL",0.2546
"cty28065","Jefferson Davis County, MS",0.2546
"cty56035","Sublette County, WY",0.2545
"cty28099","Neshoba County, MS",0.2544
"cty01093","Marion County, AL",0.2544
"cty13129","Gordon County, GA",0.2544
"cty53003","Asotin County, WA",0.2544
"cty21005","Anderson County, KY",0.2543
"cty18023","Clinton County, IN",0.2541
"cty51167","Russell County, VA",0.2541
"cty13025","Brantley County, GA",0.2538
"cty48497","Wise County, TX",0.2537
"cty01053","Escambia County, AL",0.2536
"cty35061","Valencia County, NM",0.2534
"cty53057","Skagit County, WA",0.2533
"cty26027","Cass County, MI",0.2532
"cty51143","Pittsylvania County, VA",0.2532
"cty12053","Hernando County, FL",0.253
"cty45015","Berkeley County, SC",0.2529
"cty01037","Coosa County, AL",0.2527
"cty02105","Hoonah-Angoon Census Area, AK",0.2527
"cty26129","Ogemaw County, MI",0.2527
"cty48197","Hardeman County, TX",0.2527
"cty22059","LaSalle Parish, LA",0.2526
"cty48099","Coryell County, TX",0.2525
"cty29035","Carter County, MO",0.2525
"cty48227","Howard County, TX",0.2524
"cty29510","St. Louis city, MO",0.2523
"cty27153","Todd County, MN",0.2523
"cty28123","Scott County, MS",0.2523
"cty41045","Malheur County, OR",0.2523
"cty02150","Kodiak Island Borough, AK",0.252
"cty13081","Crisp County, GA",0.252
"cty42009","Bedford County, PA",0.252
"cty32027","Pershing County, NV",0.2519
"cty16063","Lincoln County, ID",0.2519
"cty28115","Pontotoc County, MS",0.2519
"cty01013","Butler County, AL",0.2519
"cty16047","Gooding County, ID",0.2518
"cty01127","Walker County, AL",0.2517
"cty13001","Appling County, GA",0.2516
"cty06025","Imperial County, CA",0.2512
"cty13015","Bartow County, GA",0.2512
"cty27057","Hubbard County, MN",0.2512
"cty13011","Banks County, GA",0.2509
"cty22083","Richland Parish, LA",0.2509
"cty30097","Sweet Grass County, MT",0.2502
"cty51685","Manassas Park city, VA",0.2502
"cty45055","Kershaw County, SC",0.2501
"cty16061","Lewis County, ID",0.2501
"cty12123","Taylor County, FL",0.2501
"cty28151","Washington County, MS",0.2501
"cty21097","Harrison County, KY",0.2501
"cty48289","Leon County, TX",0.25
"cty40029","Coal County, OK",0.2499
"cty13071","Colquitt County, GA",0.2497
"cty32015","Lander County, NV",0.2495
"cty22111","Union Parish, LA",0.2493
"cty17193","White County, IL",0.2492
"cty37153","Richmond County, NC",0.2491
"cty22115","Vernon Parish, LA",0.2491
"cty28161","Yalobusha County, MS",0.2491
"cty21119","Knott County, KY",0.249
"cty05021","Clay County, AR",0.2489
"cty18125","Pike County, IN",0.2489
"cty05095","Monroe County, AR",0.2488
"cty54017","Doddridge County, WV",0.2488
"cty27097","Morrison County, MN",0.2487
"cty05009","Boone County, AR",0.2487
"cty01111","Randolph County, AL",0.2485
"cty27077","Lake of the Woods County, MN",0.2484
"cty53021","Franklin County, WA",0.2484
"cty29177","Ray County, MO",0.2484
"cty48067","Cass County, TX",0.2484
"cty28083","Leflore County, MS",0.2482
"cty40069","Johnston County, OK",0.248
"cty55083","Oconto County, WI",0.248
"cty47185","White County, TN",0.248
"cty26151","Sanilac County, MI",0.248
"cty40113","Osage County, OK",0.2479
"cty27075","Lake County, MN",0.2479
"cty06107","Tulare County, CA",0.2478
"cty26067","Ionia County, MI",0.2478
"cty37085","Harnett County, NC",0.2476
"cty41041","Lincoln County, OR",0.2473
"cty22085","Sabine Parish, LA",0.2473
"cty37091","Hertford County, NC",0.2472
"cty40097","Mayes County, OK",0.2471
"cty21051","Clay County, KY",0.2471
"cty29029","Camden County, MO",0.2471
"cty01063","Greene County, AL",0.247
"cty45057","Lancaster County, SC",0.2468
"cty26013","Baraga County, MI",0.2466
"cty05025","Cleveland County, AR",0.2465
"cty51740","Portsmouth city, VA",0.2464
"cty48147","Fannin County, TX",0.2463
"cty28019","Choctaw County, MS",0.2463
"cty29187","St. Francois County, MO",0.2462
"cty48349","Navarro County, TX",0.2461
"cty01023","Choctaw County, AL",0.2461
"cty48225","Houston County, TX",0.246
"cty45029","Colleton County, SC",0.246
"cty13257","Stephens County, GA",0.2454
"cty51169","Scott County, VA",0.2453
"cty01043","Cullman County, AL",0.2453
"cty21087","Green County, KY",0.2452
"cty48233","Hutchinson County, TX",0.2452
"cty17101","Lawrence County, IL",0.2451
"cty26119","Montmorency County, MI",0.245
"cty17153","Pulaski County, IL",0.2449
"cty02220","Sitka City and Borough, AK",0.2448
"cty47087","Jackson County, TN",0.2447
"cty26127","Oceana County, MI",0.2446
"cty05037","Cross County, AR",0.2445
"cty40099","Murray County, OK",0.2443
"cty26023","Branch County, MI",0.2442
"cty29069","Dunklin County, MO",0.2442
"cty22025","Catahoula Parish, LA",0.2441
"cty16043","Fremont County, ID",0.244
"cty17055","Franklin County, IL",0.2438
"cty05121","Randolph County, AR",0.2437
"cty16045","Gem County, ID",0.2436
"cty37095","Hyde County, NC",0.2435
"cty21095","Harlan County, KY",0.2432
"cty05023","Cleburne County, AR",0.243
"cty21079","Garrard County, KY",0.243
"cty12063","Jackson County, FL",0.243
"cty28157","Wilkinson County, MS",0.2428
"cty48427","Starr County, TX",0.2427
"cty48297","Live Oak County, TX",0.2427
"cty27095","Mille Lacs County, MN",0.2424
"cty51183","Sussex County, VA",0.2424
"cty01109","Pike County, AL",0.2423
"cty32003","Clark County, NV",0.2422
"cty55129","Washburn County, WI",0.2422
"cty29013","Bates County, MO",0.2422
"cty39071","Highland County, OH",0.2422
"cty48465","Val Verde County, TX",0.2421
"cty55119","Taylor County, WI",0.2421
"cty01113","Russell County, AL",0.242
"cty54013","Calhoun County, WV",0.242
"cty29137","Monroe County, MO",0.242
"cty20003","Anderson County, KS",0.242
"cty18143","Scott County, IN",0.2419
"cty29173","Ralls County, MO",0.2418
"cty21203","Rockcastle County, KY",0.2416
"cty48291","Liberty County, TX",0.2416
"cty29211","Sullivan County, MO",0.2412
"cty35045","San Juan County, NM",0.241
"cty05039","Dallas County, AR",0.241
"cty28109","Pearl River County, MS",0.241
"cty48279","Lamb County, TX",0.241
"cty49013","Duchesne County, UT",0.2409
"cty40121","Pittsburg County, OK",0.2407
"cty55003","Ashland County, WI",0.2406
"cty35007","Colfax County, NM",0.2406
"cty27011","Big Stone County, MN",0.2403
"cty22069","Natchitoches Parish, LA",0.2403
"cty13231","Pike County, GA",0.2402
"cty29065","Dent County, MO",0.2402
"cty37165","Scotland County, NC",0.24
"cty37173","Swain County, NC",0.24
"cty55115","Shawano County, WI",0.24
"cty51111","Lunenburg County, VA",0.2399
"cty12075","Levy County, FL",0.2397
"cty40117","Pawnee County, OK",0.2396
"cty06047","Merced County, CA",0.2395
"cty05011","Bradley County, AR",0.2395
"cty28127","Simpson County, MS",0.2395
"cty29115","Linn County, MO",0.2394
"cty26019","Benzie County, MI",0.2393
"cty29215","Texas County, MO",0.2393
"cty55057","Juneau County, WI",0.2393
"cty40005","Atoka County, OK",0.2392
"cty29179","Reynolds County, MO",0.239
"cty40035","Craig County, OK",0.2389
"cty54045","Logan County, WV",0.2387
"cty13241","Rabun County, GA",0.2386
"cty37187","Washington County, NC",0.2386
"cty48117","Deaf Smith County, TX",0.2385
"cty05047","Franklin County, AR",0.2385
"cty54031","Hardy County, WV",0.2384
"cty48115","Dawson County, TX",0.2383
"cty13047","Catoosa County, GA",0.2382
"cty48353","Nolan County, TX",0.2381
"cty28133","Sunflower County, MS",0.2381
"cty12083","Marion County, FL",0.238
"cty01067","Henry County, AL",0.238
"cty26097","Mackinac County, MI",0.2378
"cty40105","Nowata County, OK",0.2375
"cty48133","Eastland County, TX",0.2375
"cty51103","Lancaster County, VA",0.2374
"cty48073","Cherokee County, TX",0.2372
"cty29085","Hickory County, MO",0.237
"cty16079","Shoshone County, ID",0.2368
"cty08001","Adams County, CO",0.2363
"cty55107","Rusk County, WI",0.2363
"cty47069","Hardeman County, TN",0.2362
"cty42087","Mifflin County, PA",0.2361
"cty13225","Peach County, GA",0.236
"cty17139","Moultrie County, IL",0.2359
"cty13271","Telfair County, GA",0.2358
"cty28139","Tippah County, MS",0.2358
"cty51053","Dinwiddie County, VA",0.2357
"cty46061","Hanson County, SD",0.2356
"cty05083","Logan County, AR",0.2354
"cty45087","Union County, SC",0.2353
"cty13033","Burke County, GA",0.2352
"cty54047","McDowell County, WV",0.2352
"cty21137","Lincoln County, KY",0.235
"cty48377","Presidio County, TX",0.2349
"cty48107","Crosby County, TX",0.2348
"cty35055","Taos County, NM",0.2347
"cty13147","Hart County, GA",0.2347
"cty01035","Conecuh County, AL",0.2344
"cty06015","Del Norte County, CA",0.2343
"cty48013","Atascosa County, TX",0.2336
"cty12045","Gulf County, FL",0.2334
"cty05035","Crittenden County, AR",0.2333
"cty28147","Walthall County, MS",0.2333
"cty32013","Humboldt County, NV",0.2331
"cty35023","Hidalgo County, NM",0.2331
"cty47043","Dickson County, TN",0.2331
"cty26011","Arenac County, MI",0.233
"cty22067","Morehouse Parish, LA",0.233
"cty29015","Benton County, MO",0.2329
"cty26143","Roscommon County, MI",0.2329
"cty20021","Cherokee County, KS",0.2325
"cty21041","Carroll County, KY",0.2325
"cty48499","Wood County, TX",0.2325
"cty48277","Lamar County, TX",0.2324
"cty37115","Madison County, NC",0.2323
"cty21121","Knox County, KY",0.2323
"cty54023","Grant County, WV",0.2322
"cty05055","Greene County, AR",0.2321
"cty22029","Concordia Parish, LA",0.2319
"cty53045","Mason County, WA",0.2318
"cty18119","Owen County, IN",0.2317
"cty48135","Ector County, TX",0.2316
"cty48061","Cameron County, TX",0.2316
"cty48145","Falls County, TX",0.2315
"cty21219","Todd County, KY",0.2315
"cty55041","Forest County, WI",0.2313
"cty13171","Lamar County, GA",0.2311
"cty13099","Early County, GA",0.2311
"cty28091","Marion County, MS",0.2311
"cty13255","Spalding County, GA",0.2308
"cty37009","Ashe County, NC",0.2308
"cty42067","Juniata County, PA",0.2308
"cty21213","Simpson County, KY",0.2307
"cty21107","Hopkins County, KY",0.2307
"cty48207","Haskell County, TX",0.2306
"cty40125","Pottawatomie County, OK",0.2305
"cty13237","Putnam County, GA",0.2305
"cty26095","Luce County, MI",0.2303
"cty13131","Grady County, GA",0.2303
"cty01017","Chambers County, AL",0.2302
"cty22099","St. Martin Parish, LA",0.2302
"cty22123","West Carroll Parish, LA",0.2301
"cty28143","Tunica County, MS",0.2298
"cty51730","Petersburg city, VA",0.2298
"cty48281","Lampasas County, TX",0.2297
"cty39001","Adams County, OH",0.2297
"cty13013","Barrow County, GA",0.2296
"cty12125","Union County, FL",0.2296
"cty13105","Elbert County, GA",0.2295
"cty22011","Beauregard Parish, LA",0.2295
"cty47055","Giles County, TN",0.2295
"cty47171","Unicoi County, TN",0.2293
"cty28007","Attala County, MS",0.2292
"cty29081","Harrison County, MO",0.2292
"cty48343","Morris County, TX",0.2291
"cty05091","Miller County, AR",0.2291
"cty01129","Washington County, AL",0.229
"cty13019","Berrien County, GA",0.229
"cty29123","Madison County, MO",0.2288
"cty13267","Tattnall County, GA",0.2288
"cty47181","Wayne County, TN",0.2288
"cty26133","Osceola County, MI",0.2285
"cty13111","Fannin County, GA",0.2285
"cty06031","Kings County, CA",0.2283
"cty01009","Blount County, AL",0.2283
"cty48467","Van Zandt County, TX",0.2282
"cty48459","Upshur County, TX",0.2281
"cty16039","Elmore County, ID",0.2281
"cty37017","Bladen County, NC",0.228
"cty37027","Caldwell County, NC",0.228
"cty21099","Hart County, KY",0.228
"cty48165","Gaines County, TX",0.2278
"cty05077","Lee County, AR",0.2273
"cty54085","Ritchie County, WV",0.2272
"cty31017","Brown County, NE",0.2271
"cty48161","Freestone County, TX",0.227
"cty18165","Vermillion County, IN",0.227
"cty18079","Jennings County, IN",0.2268
"cty37011","Avery County, NC",0.2266
"cty39117","Morrow County, OH",0.2266
"cty01041","Crenshaw County, AL",0.2264
"cty40091","McIntosh County, OK",0.2262
"cty12051","Hendry County, FL",0.2261
"cty40141","Tillman County, OK",0.226
"cty13049","Charlton County, GA",0.226
"cty37155","Robeson County, NC",0.2255
"cty13227","Pickens County, GA",0.2254
"cty35031","McKinley County, NM",0.2253
"cty04027","Yuma County, AZ",0.2253
"cty01131","Wilcox County, AL",0.2252
"cty21223","Trimble County, KY",0.2251
"cty29213","Taney County, MO",0.2251
"cty49023","Juab County, UT",0.2251
"cty13103","Effingham County, GA",0.2251
"cty18149","Starke County, IN",0.2248
"cty05067","Jackson County, AR",0.2247
"cty13269","Taylor County, GA",0.2246
"cty29181","Ripley County, MO",0.2245
"cty39031","Coshocton County, OH",0.2245
"cty47003","Bedford County, TN",0.2244
"cty45039","Fairfield County, SC",0.2242
"cty26059","Hillsdale County, MI",0.224
"cty56007","Carbon County, WY",0.224
"cty45005","Allendale County, SC",0.2238
"cty06115","Yuba County, CA",0.2237
"cty48055","Caldwell County, TX",0.2237
"cty28113","Pike County, MS",0.2237
"cty40021","Cherokee County, OK",0.2236
"cty05107","Phillips County, AR",0.2236
"cty29197","Schuyler County, MO",0.2236
"cty37003","Alexander County, NC",0.2236
"cty55019","Clark County, WI",0.2235
"cty48449","Titus County, TX",0.2235
"cty48373","Polk County, TX",0.2234
"cty01019","Cherokee County, AL",0.2233
"cty20069","Gray County, KS",0.2233
"cty13123","Gilmer County, GA",0.2233
"cty13249","Schley County, GA",0.2232
"cty47025","Claiborne County, TN",0.2227
"cty47073","Hawkins County, TN",0.2221
"cty29131","Miller County, MO",0.2221
"cty53027","Grays Harbor County, WA",0.2219
"cty37079","Greene County, NC",0.2217
"cty37177","Tyrrell County, NC",0.2215
"cty48307","McCulloch County, TX",0.2215
"cty47159","Smith County, TN",0.2215
"cty13017","Ben Hill County, GA",0.2214
"cty06021","Glenn County, CA",0.2212
"cty27001","Aitkin County, MN",0.221
"cty18135","Randolph County, IN",0.2209
"cty48379","Rains County, TX",0.2209
"cty53041","Lewis County, WA",0.2206
"cty08081","Moffat County, CO",0.2206
"cty35011","De Baca County, NM",0.2205
"cty29057","Dade County, MO",0.2204
"cty16075","Payette County, ID",0.2203
"cty26123","Newaygo County, MI",0.2202
"cty13201","Miller County, GA",0.22
"cty28077","Lawrence County, MS",0.2195
"cty01039","Covington County, AL",0.2193
"cty48081","Coke County, TX",0.2193
"cty39047","Fayette County, OH",0.2188
"cty12107","Putnam County, FL",0.2188
"cty12013","Calhoun County, FL",0.2187
"cty29141","Morgan County, MO",0.2186
"cty22013","Bienville Parish, LA",0.2185
"cty18041","Fayette County, IN",0.2185
"cty21175","Morgan County, KY",0.2185
"cty13091","Dodge County, GA",0.2184
"cty13133","Greene County, GA",0.2183
"cty35029","Luna County, NM",0.2183
"cty48409","San Patricio County, TX",0.2181
"cty01007","Bibb County, AL",0.218
"cty47133","Overton County, TN",0.2179
"cty05141","Van Buren County, AR",0.2178
"cty13095","Dougherty County, GA",0.2175
"cty48463","Uvalde County, TX",0.2175
"cty05033","Crawford County, AR",0.2174
"cty13295","Walker County, GA",0.2174
"cty27115","Pine County, MN",0.2173
"cty12133","Washington County, FL",0.2173
"cty48419","Shelby County, TX",0.2173
"cty29061","Daviess County, MO",0.2172
"cty12111","St. Lucie County, FL",0.2171
"cty13075","Cook County, GA",0.2171
"cty18075","Jay County, IN",0.2169
"cty47161","Stewart County, TN",0.2165
"cty48177","Gonzales County, TX",0.2164
"cty48371","Pecos County, TX",0.2164
"cty24510","Baltimore city, MD",0.2163
"cty41057","Tillamook County, OR",0.216
"cty12131","Walton County, FL",0.2159
"cty38023","Divide County, ND",0.2158
"cty40081","Lincoln County, OK",0.2156
"cty47151","Scott County, TN",0.2156
"cty13027","Brooks County, GA",0.2155
"cty26149","St. Joseph County, MI",0.2154
"cty40135","Sequoyah County, OK",0.2153
"cty05097","Montgomery County, AR",0.2152
"cty28057","Itawamba County, MS",0.2151
"cty28009","Benton County, MS",0.2149
"cty54101","Webster County, WV",0.2148
"cty48079","Cochran County, TX",0.2146
"cty13119","Franklin County, GA",0.2146
"cty22053","Jefferson Davis Parish, LA",0.2145
"cty18117","Orange County, IN",0.2143
"cty47099","Lawrence County, TN",0.2143
"cty26141","Presque Isle County, MI",0.2142
"cty13141","Hancock County, GA",0.2141
"cty39015","Brown County, OH",0.2139
"cty21103","Henry County, KY",0.2137
"cty21163","Meade County, KY",0.2137
"cty12023","Columbia County, FL",0.2137
"cty05071","Johnson County, AR",0.2129
"cty45033","Dillon County, SC",0.2128
"cty27029","Clearwater County, MN",0.2127
"cty45061","Lee County, SC",0.2127
"cty12039","Gadsden County, FL",0.2126
"cty39131","Pike County, OH",0.2126
"cty47177","Warren County, TN",0.2126
"cty13087","Decatur County, GA",0.2123
"cty18175","Washington County, IN",0.2123
"cty35025","Lea County, NM",0.2123
"cty22037","East Feliciana Parish, LA",0.2122
"cty29009","Barry County, MO",0.2122
"cty13303","Washington County, GA",0.2121
"cty47097","Lauderdale County, TN",0.2121
"cty05065","Izard County, AR",0.2118
"cty47039","Decatur County, TN",0.2118
"cty37141","Pender County, NC",0.2118
"cty48189","Hale County, TX",0.2117
"cty54063","Monroe County, WV",0.2117
"cty39115","Morgan County, OH",0.2116
"cty41013","Crook County, OR",0.2116
"cty51007","Amelia County, VA",0.2109
"cty21109","Jackson County, KY",0.2108
"cty06039","Madera County, CA",0.2103
"cty48351","Newton County, TX",0.2103
"cty05081","Little River County, AR",0.2102
"cty21025","Breathitt County, KY",0.2101
"cty01071","Jackson County, AL",0.21
"cty29105","Laclede County, MO",0.2099
"cty26001","Alcona County, MI",0.2098
"cty48293","Limestone County, TX",0.2095
"cty29167","Polk County, MO",0.2094
"cty13005","Bacon County, GA",0.2094
"cty02261","Chugach Census Area, AK",0.2092
"cty39019","Carroll County, OH",0.2091
"cty47101","Lewis County, TN",0.2084
"cty13305","Wayne County, GA",0.2083
"cty26135","Oscoda County, MI",0.2081
"cty13157","Jackson County, GA",0.2081
"cty27021","Cass County, MN",0.2075
"cty21191","Pendleton County, KY",0.2074
"cty13181","Lincoln County, GA",0.2074
"cty21169","Metcalfe County, KY",0.2071
"cty37033","Caswell County, NC",0.2071
"cty48407","San Jacinto County, TX",0.207
"cty05111","Poinsett County, AR",0.207
"cty13221","Oglethorpe County, GA",0.2069
"cty40089","McCurtain County, OK",0.2068
"cty51595","Emporia city, VA",0.2068
"cty39135","Preble County, OH",0.2068
"cty29025","Caldwell County, MO",0.2068
"cty29119","McDonald County, MO",0.2067
"cty35006","Cibola County, NM",0.2065
"cty26117","Montcalm County, MI",0.2065
"cty40133","Seminole County, OK",0.2064
"cty20209","Wyandotte County, KS",0.2064
"cty47167","Tipton County, TN",0.2061
"cty47081","Hickman County, TN",0.206
"cty28125","Sharkey County, MS",0.206
"cty28103","Noxubee County, MS",0.2059
"cty18115","Ohio County, IN",0.2059
"cty45023","Chester County, SC",0.2057
"cty40085","Love County, OK",0.2056
"cty28079","Leake County, MS",0.2052
"cty13233","Polk County, GA",0.2052
"cty37075","Graham County, NC",0.2052
"cty21045","Casey County, KY",0.2051
"cty05109","Pike County, AR",0.2051
"cty40077","Latimer County, OK",0.205
"cty48417","Shackelford County, TX",0.2047
"cty48185","Grimes County, TX",0.2046
"cty51051","Dickenson County, VA",0.2045
"cty13107","Emanuel County, GA",0.2044
"cty48035","Bosque County, TX",0.2042
