"cty","Name","Poverty_Rate_in_2012-16"
"cty39157","Tuscarawas County, OH",0.1364
"cty29027","Callaway County, MO",0.1364
"cty56027","Niobrara County, WY",0.1364
"cty45091","York County, SC",0.1363
"cty13053","Chattahoochee County, GA",0.1363
"cty31157","Scotts Bluff County, NE",0.1362
"cty21117","Kenton County, KY",0.1362
"cty48459","Upshur County, TX",0.1362
"cty39063","Hancock County, OH",0.1362
"cty48421","Sherman County, TX",0.1361
"cty55127","Walworth County, WI",0.136
"cty37089","Henderson County, NC",0.1359
"cty01115","St. Clair County, AL",0.1358
"cty34033","Salem County, NJ",0.1358
"cty17017","Cass County, IL",0.1358
"cty20025","Clark County, KS",0.1358
"cty17001","Adams County, IL",0.1357
"cty38037","Grant County, ND",0.1357
"cty18165","Vermillion County, IN",0.1357
"cty36063","Niagara County, NY",0.1356
"cty51155","Pulaski County, VA",0.1356
"cty12069","Lake County, FL",0.1353
"cty46105","Perkins County, SD",0.1353
"cty13029","Bryan County, GA",0.1353
"cty42117","Tioga County, PA",0.1353
"cty45015","Berkeley County, SC",0.1352
"cty20163","Rooks County, KS",0.1352
"cty26067","Ionia County, MI",0.1352
"cty27065","Kanabec County, MN",0.1352
"cty19091","Humboldt County, IA",0.1352
"cty06011","Colusa County, CA",0.1352
"cty49017","Garfield County, UT",0.1351
"cty27009","Benton County, MN",0.1351
"cty17175","Stark County, IL",0.1351
"cty20059","Franklin County, KS",0.135
"cty17021","Christian County, IL",0.135
"cty46067","Hutchinson County, SD",0.1349
"cty50003","Bennington County, VT",0.1348
"cty41009","Columbia County, OR",0.1347
"cty27153","Todd County, MN",0.1347
"cty29209","Stone County, MO",0.1347
"cty34007","Camden County, NJ",0.1346
"cty18027","Daviess County, IN",0.1346
"cty53017","Douglas County, WA",0.1345
"cty40047","Garfield County, OK",0.1345
"cty41027","Hood River County, OR",0.1345
"cty19065","Fayette County, IA",0.1345
"cty40139","Texas County, OK",0.1345
"cty47105","Loudon County, TN",0.1344
"cty38027","Eddy County, ND",0.1344
"cty13085","Dawson County, GA",0.1344
"cty48169","Garza County, TX",0.1344
"cty20077","Harper County, KS",0.1343
"cty37133","Onslow County, NC",0.1342
"cty47149","Rutherford County, TN",0.1342
"cty48327","Menard County, TX",0.1342
"cty48051","Burleson County, TX",0.1341
"cty13169","Jones County, GA",0.1341
"cty55091","Pepin County, WI",0.1341
"cty55025","Dane County, WI",0.134
"cty37097","Iredell County, NC",0.134
"cty42003","Allegheny County, PA",0.1339
"cty13297","Walton County, GA",0.1339
"cty29053","Cooper County, MO",0.1339
"cty20039","Decatur County, KS",0.1339
"cty16011","Bingham County, ID",0.1337
"cty17119","Madison County, IL",0.1337
"cty18131","Pulaski County, IN",0.1337
"cty36111","Ulster County, NY",0.1336
"cty12035","Flagler County, FL",0.1336
"cty19021","Buena Vista County, IA",0.1335
"cty27061","Itasca County, MN",0.1334
"cty18111","Newton County, IN",0.1334
"cty48447","Throckmorton County, TX",0.1334
"cty10001","Kent County, DE",0.1333
"cty20151","Pratt County, KS",0.1332
"cty42077","Lehigh County, PA",0.1331
"cty19135","Monroe County, IA",0.133
"cty54093","Tucker County, WV",0.1329
"cty51570","Colonial Heights city, VA",0.1329
"cty31163","Sherman County, NE",0.1328
"cty55139","Winnebago County, WI",0.1327
"cty21211","Shelby County, KY",0.1327
"cty29025","Caldwell County, MO",0.1326
"cty13211","Morgan County, GA",0.1325
"cty27017","Carlton County, MN",0.1324
"cty48359","Oldham County, TX",0.1324
"cty12087","Monroe County, FL",0.1322
"cty37031","Carteret County, NC",0.1322
"cty54003","Berkeley County, WV",0.1322
"cty36085","Richmond County, NY",0.1322
"cty01003","Baldwin County, AL",0.1321
"cty12021","Collier County, FL",0.1321
"cty48283","La Salle County, TX",0.1321
"cty40009","Beckham County, OK",0.132
"cty54023","Grant County, WV",0.132
"cty27027","Clay County, MN",0.1319
"cty55053","Jackson County, WI",0.1319
"cty42005","Armstrong County, PA",0.1319
"cty27119","Polk County, MN",0.1318
"cty51033","Caroline County, VA",0.1318
"cty47169","Trousdale County, TN",0.1318
"cty48499","Wood County, TX",0.1317
"cty30109","Wibaux County, MT",0.1316
"cty16035","Clearwater County, ID",0.1316
"cty55075","Marinette County, WI",0.1316
"cty12013","Calhoun County, FL",0.1316
"cty46063","Harding County, SD",0.1315
"cty48413","Schleicher County, TX",0.1315
"cty18061","Harrison County, IN",0.1314
"cty19173","Taylor County, IA",0.1313
"cty08123","Weld County, CO",0.1312
"cty18031","Decatur County, IN",0.1312
"cty24043","Washington County, MD",0.1311
"cty06009","Calaveras County, CA",0.131
"cty39143","Sandusky County, OH",0.131
"cty16019","Bonneville County, ID",0.1309
"cty31061","Franklin County, NE",0.1309
"cty17011","Bureau County, IL",0.1308
"cty13135","Gwinnett County, GA",0.1307
"cty29227","Worth County, MO",0.1307
"cty26009","Antrim County, MI",0.1306
"cty20167","Russell County, KS",0.1306
"cty50015","Lamoille County, VT",0.1306
"cty19061","Dubuque County, IA",0.1302
"cty28089","Madison County, MS",0.1302
"cty36039","Greene County, NY",0.1301
"cty32033","White Pine County, NV",0.1301
"cty13291","Union County, GA",0.1301
"cty18107","Montgomery County, IN",0.13
"cty09009","New Haven County, CT",0.1299
"cty19171","Tama County, IA",0.1299
"cty42107","Schuylkill County, PA",0.1299
"cty19033","Cerro Gordo County, IA",0.1298
"cty10005","Sussex County, DE",0.1297
"cty55057","Juneau County, WI",0.1297
"cty47021","Cheatham County, TN",0.1297
"cty55051","Iron County, WI",0.1297
"cty08001","Adams County, CO",0.1295
"cty36001","Albany County, NY",0.1295
"cty17117","Macoupin County, IL",0.1295
"cty15005","Kalawao County, HI",0.1294
"cty55099","Price County, WI",0.1294
"cty17009","Brown County, IL",0.1294
"cty32015","Lander County, NV",0.1293
"cty39077","Huron County, OH",0.1293
"cty19197","Wright County, IA",0.1293
"cty19175","Union County, IA",0.1292
"cty18093","Lawrence County, IN",0.1291
"cty20081","Haskell County, KS",0.129
"cty48239","Jackson County, TX",0.129
"cty18005","Bartholomew County, IN",0.129
"cty39075","Holmes County, OH",0.1288
"cty51045","Craig County, VA",0.1288
"cty19151","Pocahontas County, IA",0.1288
"cty27005","Becker County, MN",0.1287
"cty31097","Johnson County, NE",0.1287
"cty17173","Shelby County, IL",0.1286
"cty06063","Plumas County, CA",0.1286
"cty18033","DeKalb County, IN",0.1286
"cty18179","Wells County, IN",0.1285
"cty40051","Grady County, OK",0.1284
"cty53053","Pierce County, WA",0.1284
"cty19107","Keokuk County, IA",0.1284
"cty39169","Wayne County, OH",0.1283
"cty20029","Cloud County, KS",0.1283
"cty42115","Susquehanna County, PA",0.1282
"cty55129","Washburn County, WI",0.1281
"cty06095","Solano County, CA",0.128
"cty36083","Rensselaer County, NY",0.128
"cty05053","Grant County, AR",0.128
"cty40085","Love County, OK",0.128
"cty12089","Nassau County, FL",0.128
"cty40103","Noble County, OK",0.1279
"cty40151","Woods County, OK",0.1279
"cty24029","Kent County, MD",0.1279
"cty31101","Keith County, NE",0.1279
"cty31179","Wayne County, NE",0.1279
"cty55001","Adams County, WI",0.1278
"cty20061","Geary County, KS",0.1278
"cty06075","San Francisco County, CA",0.1277
"cty26003","Alger County, MI",0.1277
"cty18007","Benton County, IN",0.1277
"cty54009","Brooke County, WV",0.1277
"cty17129","Menard County, IL",0.1276
"cty39043","Erie County, OH",0.1275
"cty40129","Roger Mills County, OK",0.1275
"cty50005","Caledonia County, VT",0.1275
"cty31129","Nuckolls County, NE",0.1274
"cty36021","Columbia County, NY",0.1274
"cty18023","Clinton County, IN",0.1272
"cty27103","Nicollet County, MN",0.1271
"cty36115","Washington County, NY",0.1271
"cty17105","Livingston County, IL",0.127
"cty40153","Woodward County, OK",0.1269
"cty19153","Polk County, IA",0.1269
"cty55101","Racine County, WI",0.1269
"cty42127","Wayne County, PA",0.1269
"cty48023","Baylor County, TX",0.1269
"cty30011","Carter County, MT",0.1269
"cty27001","Aitkin County, MN",0.1268
"cty18045","Fountain County, IN",0.1268
"cty36093","Schenectady County, NY",0.1267
"cty31175","Valley County, NE",0.1267
"cty17033","Crawford County, IL",0.1266
"cty42023","Cameron County, PA",0.1266
"cty18169","Wabash County, IN",0.1266
"cty42123","Warren County, PA",0.1266
"cty24023","Garrett County, MD",0.1265
"cty16055","Kootenai County, ID",0.1264
"cty46049","Faulk County, SD",0.1264
"cty51003","Albemarle County, VA",0.1264
"cty40083","Logan County, OK",0.1263
"cty51031","Campbell County, VA",0.1263
"cty19115","Louisa County, IA",0.1263
"cty32017","Lincoln County, NV",0.1263
"cty53007","Chelan County, WA",0.1262
"cty49057","Weber County, UT",0.1262
"cty39089","Licking County, OH",0.1262
"cty48357","Ochiltree County, TX",0.1262
"cty16013","Blaine County, ID",0.1261
"cty29135","Moniteau County, MO",0.1261
"cty48497","Wise County, TX",0.126
"cty06059","Orange County, CA",0.126
"cty18013","Brown County, IN",0.126
"cty38017","Cass County, ND",0.1258
"cty20093","Kearny County, KS",0.1258
"cty27043","Faribault County, MN",0.1258
"cty30045","Judith Basin County, MT",0.1257
"cty29173","Ralls County, MO",0.1257
"cty18145","Shelby County, IN",0.1256
"cty51091","Highland County, VA",0.1256
"cty12113","Santa Rosa County, FL",0.1255
"cty22089","St. Charles Parish, LA",0.1255
"cty20191","Sumner County, KS",0.1254
"cty48135","Ector County, TX",0.1253
"cty55093","Pierce County, WI",0.1253
"cty20079","Harvey County, KS",0.1253
"cty26029","Charlevoix County, MI",0.1252
"cty42089","Monroe County, PA",0.1251
"cty31015","Boyd County, NE",0.1251
"cty36037","Genesee County, NY",0.125
"cty20017","Chase County, KS",0.125
"cty16001","Ada County, ID",0.1249
"cty25005","Bristol County, MA",0.1249
"cty17073","Henry County, IL",0.1249
"cty42111","Somerset County, PA",0.1248
"cty17013","Calhoun County, IL",0.1248
"cty48251","Johnson County, TX",0.1246
"cty18087","LaGrange County, IN",0.1246
"cty12015","Charlotte County, FL",0.1246
"cty18043","Floyd County, IN",0.1245
"cty19163","Scott County, IA",0.1244
"cty27117","Pipestone County, MN",0.1244
"cty31125","Nance County, NE",0.1242
"cty25003","Berkshire County, MA",0.1241
"cty08103","Rio Blanco County, CO",0.1241
"cty31111","Lincoln County, NE",0.1241
"cty55119","Taylor County, WI",0.1241
"cty31039","Cuming County, NE",0.124
"cty42015","Bradford County, PA",0.124
"cty29051","Cole County, MO",0.124
"cty50021","Rutland County, VT",0.1239
"cty16077","Power County, ID",0.1237
"cty31123","Morrill County, NE",0.1235
"cty55005","Barron County, WI",0.1235
"cty02105","Hoonah-Angoon Census Area, AK",0.1235
"cty42053","Forest County, PA",0.1235
"cty31107","Knox County, NE",0.1234
"cty36071","Orange County, NY",0.1234
"cty27151","Swift County, MN",0.1234
"cty39161","Van Wert County, OH",0.1233
"cty40003","Alfalfa County, OK",0.1233
"cty50017","Orange County, VT",0.1233
"cty18109","Morgan County, IN",0.1232
"cty16041","Franklin County, ID",0.123
"cty01001","Autauga County, AL",0.123
"cty16081","Teton County, ID",0.1229
"cty13231","Pike County, GA",0.1229
"cty39037","Darke County, OH",0.1229
"cty06001","Alameda County, CA",0.1228
"cty51101","King William County, VA",0.1228
"cty26111","Midland County, MI",0.1227
"cty05085","Lonoke County, AR",0.1225
"cty18101","Martin County, IN",0.1225
"cty39129","Pickaway County, OH",0.1224
"cty45035","Dorchester County, SC",0.1223
"cty33009","Grafton County, NH",0.1223
"cty12117","Seminole County, FL",0.1221
"cty29107","Lafayette County, MO",0.1221
"cty49013","Duchesne County, UT",0.1219
"cty30049","Lewis and Clark County, MT",0.1219
"cty36099","Seneca County, NY",0.1219
"cty17185","Wabash County, IL",0.1219
"cty23009","Hancock County, ME",0.1218
"cty53031","Jefferson County, WA",0.1217
"cty51181","Surry County, VA",0.1217
"cty37073","Gates County, NC",0.1217
"cty27053","Hennepin County, MN",0.1216
"cty53067","Thurston County, WA",0.1216
"cty17039","De Witt County, IL",0.1216
"cty13177","Lee County, GA",0.1216
"cty46035","Davison County, SD",0.1215
"cty26099","Macomb County, MI",0.1215
"cty48071","Chambers County, TX",0.1215
"cty27045","Fillmore County, MN",0.1215
"cty30067","Park County, MT",0.1215
"cty46081","Lawrence County, SD",0.1214
"cty06057","Nevada County, CA",0.1213
"cty26037","Clinton County, MI",0.1213
"cty17103","Lee County, IL",0.1212
"cty20043","Doniphan County, KS",0.1212
"cty51109","Louisa County, VA",0.1212
"cty49015","Emery County, UT",0.1211
"cty42025","Carbon County, PA",0.121
"cty50007","Chittenden County, VT",0.121
"cty13077","Coweta County, GA",0.121
"cty19035","Cherokee County, IA",0.1209
"cty33017","Strafford County, NH",0.1208
"cty45013","Beaufort County, SC",0.1208
"cty12085","Martin County, FL",0.1208
"cty23013","Knox County, ME",0.1207
"cty29005","Atchison County, MO",0.1207
"cty17139","Moultrie County, IL",0.1206
"cty12091","Okaloosa County, FL",0.1205
"cty27095","Mille Lacs County, MN",0.1204
"cty29071","Franklin County, MO",0.1204
"cty18069","Huntington County, IN",0.1204
"cty48221","Hood County, TX",0.1204
"cty23015","Lincoln County, ME",0.1204
"cty56003","Big Horn County, WY",0.1203
"cty36011","Cayuga County, NY",0.1203
"cty27131","Rice County, MN",0.1202
"cty16063","Lincoln County, ID",0.1202
"cty18009","Blackford County, IN",0.1201
"cty13151","Henry County, GA",0.12
"cty27075","Lake County, MN",0.12
"cty31037","Colfax County, NE",0.1199
"cty36117","Wayne County, NY",0.1199
"cty48501","Yoakum County, TX",0.1198
"cty31007","Banner County, NE",0.1198
"cty42067","Juniata County, PA",0.1198
"cty37025","Cabarrus County, NC",0.1197
"cty08117","Summit County, CO",0.1196
"cty48199","Hardin County, TX",0.1196
"cty38029","Emmons County, ND",0.1195
"cty42113","Sullivan County, PA",0.1193
"cty31151","Saline County, NE",0.1192
"cty46099","Minnehaha County, SD",0.1191
"cty51071","Giles County, VA",0.1191
"cty08095","Phillips County, CO",0.119
"cty31003","Antelope County, NE",0.119
"cty19041","Clay County, IA",0.119
"cty31169","Thayer County, NE",0.119
"cty32009","Esmeralda County, NV",0.1188
"cty44009","Washington County, RI",0.1187
"cty09003","Hartford County, CT",0.1186
"cty10003","New Castle County, DE",0.1186
"cty39121","Noble County, OH",0.1186
"cty13047","Catoosa County, GA",0.1185
"cty31051","Dixon County, NE",0.1185
"cty20123","Mitchell County, KS",0.1184
"cty30097","Sweet Grass County, MT",0.1184
"cty38013","Burke County, ND",0.1184
"cty27097","Morrison County, MN",0.1183
"cty31113","Logan County, NE",0.1183
"cty55009","Brown County, WI",0.1182
"cty48211","Hemphill County, TX",0.1179
"cty09015","Windham County, CT",0.1175
"cty19009","Audubon County, IA",0.1175
"cty31053","Dodge County, NE",0.1175
"cty38061","Mountrail County, ND",0.1174
"cty55077","Marquette County, WI",0.1174
"cty55137","Waushara County, WI",0.1174
"cty38025","Dunn County, ND",0.1173
"cty08121","Washington County, CO",0.1173
"cty32013","Humboldt County, NV",0.1172
"cty48103","Crane County, TX",0.1172
"cty08113","San Miguel County, CO",0.1171
"cty48235","Irion County, TX",0.1171
"cty02185","North Slope Borough, AK",0.117
"cty17107","Logan County, IL",0.117
"cty27107","Norman County, MN",0.117
"cty51063","Floyd County, VA",0.1169
"cty49001","Beaver County, UT",0.1168
"cty19155","Pottawattamie County, IA",0.1167
"cty27165","Watonwan County, MN",0.1167
"cty16043","Fremont County, ID",0.1167
"cty51113","Madison County, VA",0.1167
"cty48263","Kent County, TX",0.1167
"cty25027","Worcester County, MA",0.1165
"cty27031","Cook County, MN",0.1164
"cty46033","Custer County, SD",0.1164
"cty05007","Benton County, AR",0.1163
"cty26005","Allegan County, MI",0.1163
"cty19089","Howard County, IA",0.1162
"cty51800","Suffolk city, VA",0.1161
"cty31069","Garden County, NE",0.1161
"cty31095","Jefferson County, NE",0.1161
"cty20135","Ness County, KS",0.1161
"cty20139","Osage County, KS",0.116
"cty17067","Hancock County, IL",0.1159
"cty20157","Republic County, KS",0.1158
"cty17047","Edwards County, IL",0.1158
"cty13067","Cobb County, GA",0.1157
"cty27057","Hubbard County, MN",0.1157
"cty27081","Lincoln County, MN",0.1157
"cty27051","Grant County, MN",0.1157
"cty27091","Martin County, MN",0.1156
"cty42055","Franklin County, PA",0.1156
"cty49035","Salt Lake County, UT",0.1155
"cty27127","Redwood County, MN",0.1155
"cty33005","Cheshire County, NH",0.1153
"cty22005","Ascension Parish, LA",0.1151
"cty28121","Rankin County, MS",0.1147
"cty51007","Amelia County, VA",0.1146
"cty18099","Marshall County, IN",0.1145
"cty55007","Bayfield County, WI",0.1142
"cty20067","Grant County, KS",0.1141
"cty08041","El Paso County, CO",0.114
"cty17195","Whiteside County, IL",0.114
"cty27011","Big Stone County, MN",0.1139
"cty25011","Franklin County, MA",0.1139
"cty17015","Carroll County, IL",0.1139
"cty27173","Yellow Medicine County, MN",0.1138
"cty08065","Lake County, CO",0.1138
"cty30017","Custer County, MT",0.1138
"cty17041","Douglas County, IL",0.1137
"cty18047","Franklin County, IN",0.1137
"cty30057","Madison County, MT",0.1137
"cty22103","St. Tammany Parish, LA",0.1135
"cty21005","Anderson County, KY",0.1135
"cty48043","Brewster County, TX",0.1135
"cty55115","Shawano County, WI",0.1134
"cty48339","Montgomery County, TX",0.1134
"cty48139","Ellis County, TX",0.1134
"cty06091","Sierra County, CA",0.1134
"cty50023","Washington County, VT",0.1134
"cty31145","Red Willow County, NE",0.1134
"cty53023","Garfield County, WA",0.1133
"cty20041","Dickinson County, KS",0.1133
"cty08017","Cheyenne County, CO",0.1133
"cty16051","Jefferson County, ID",0.1132
"cty17189","Washington County, IL",0.1132
"cty37183","Wake County, NC",0.1131
"cty21209","Scott County, KY",0.1131
"cty55017","Chippewa County, WI",0.113
"cty51165","Rockingham County, VA",0.113
"cty56017","Hot Springs County, WY",0.113
"cty17007","Boone County, IL",0.1129
"cty51043","Clarke County, VA",0.1129
"cty02068","Denali Borough, AK",0.1128
"cty08007","Archuleta County, CO",0.1126
"cty31001","Adams County, NE",0.1124
"cty19139","Muscatine County, IA",0.1124
"cty08045","Garfield County, CO",0.1123
"cty39021","Champaign County, OH",0.1123
"cty06097","Sonoma County, CA",0.1122
"cty55065","Lafayette County, WI",0.1121
"cty08053","Hinsdale County, CO",0.1121
"cty56037","Sweetwater County, WY",0.112
"cty41021","Gilliam County, OR",0.112
"cty51193","Westmoreland County, VA",0.112
"cty27067","Kandiyohi County, MN",0.1119
"cty18113","Noble County, IN",0.1119
"cty23005","Cumberland County, ME",0.1118
"cty34021","Mercer County, NJ",0.1118
"cty27047","Freeborn County, MN",0.1117
"cty27069","Kittson County, MN",0.1117
"cty55073","Marathon County, WI",0.1116
"cty25009","Essex County, MA",0.1116
"cty18051","Gibson County, IN",0.1116
"cty36121","Wyoming County, NY",0.1116
"cty39051","Fulton County, OH",0.1116
"cty17157","Randolph County, IL",0.1116
"cty17089","Kane County, IL",0.1114
"cty26139","Ottawa County, MI",0.1114
"cty55047","Green Lake County, WI",0.1114
"cty20047","Edwards County, KS",0.1114
"cty39117","Morrow County, OH",0.1113
"cty26019","Benzie County, MI",0.1112
"cty41067","Washington County, OR",0.1112
"cty39109","Miami County, OH",0.1112
"cty42057","Fulton County, PA",0.1112
"cty55111","Sauk County, WI",0.1109
"cty39125","Paulding County, OH",0.1109
"cty12115","Sarasota County, FL",0.1107
"cty18127","Porter County, IN",0.1107
"cty19105","Jones County, IA",0.1107
"cty08081","Moffat County, CO",0.1107
"cty51093","Isle of Wight County, VA",0.1105
"cty19093","Ida County, IA",0.1105
"cty39175","Wyandot County, OH",0.1104
"cty39123","Ottawa County, OH",0.1104
"cty46115","Spink County, SD",0.1103
"cty36113","Warren County, NY",0.1103
"cty18085","Kosciusko County, IN",0.1103
"cty36041","Hamilton County, NY",0.1103
"cty34029","Ocean County, NJ",0.1102
"cty26045","Eaton County, MI",0.1102
"cty30091","Sheridan County, MT",0.1102
"cty42045","Delaware County, PA",0.1101
"cty38007","Billings County, ND",0.11
"cty17141","Ogle County, IL",0.11
"cty48187","Guadalupe County, TX",0.1099
"cty27049","Goodhue County, MN",0.1099
"cty19159","Ringgold County, IA",0.1099
"cty31165","Sioux County, NE",0.1099
"cty20075","Hamilton County, KS",0.1099
"cty53055","San Juan County, WA",0.1098
"cty31063","Frontier County, NE",0.1098
"cty46069","Hyde County, SD",0.1098
"cty36107","Tioga County, NY",0.1097
"cty40145","Wagoner County, OK",0.1096
"cty42007","Beaver County, PA",0.1096
"cty02122","Kenai Peninsula Borough, AK",0.1095
"cty47147","Robertson County, TN",0.1095
"cty53033","King County, WA",0.1094
"cty42071","Lancaster County, PA",0.1094
"cty24041","Talbot County, MD",0.1094
"cty51079","Greene County, VA",0.1094
"cty29099","Jefferson County, MO",0.1093
"cty36053","Madison County, NY",0.1093
"cty20131","Nemaha County, KS",0.1093
"cty17049","Effingham County, IL",0.1092
"cty06027","Inyo County, CA",0.1091
"cty26115","Monroe County, MI",0.1091
"cty54037","Jefferson County, WV",0.1091
"cty51119","Middlesex County, VA",0.109
"cty48003","Andrews County, TX",0.109
"cty54065","Morgan County, WV",0.1089
"cty48317","Martin County, TX",0.1089
"cty55011","Buffalo County, WI",0.1088
"cty31131","Otoe County, NE",0.1088
"cty20097","Kiowa County, KS",0.1087
"cty31041","Custer County, NE",0.1087
"cty46013","Brown County, SD",0.1086
"cty30055","McCone County, MT",0.1086
"cty51133","Northumberland County, VA",0.1086
"cty34039","Union County, NJ",0.1085
"cty32007","Elko County, NV",0.1084
"cty48171","Gillespie County, TX",0.1084
"cty27023","Chippewa County, MN",0.1083
"cty31127","Nemaha County, NE",0.1083
"cty32005","Douglas County, NV",0.1082
"cty29043","Christian County, MO",0.1082
"cty20031","Coffey County, KS",0.1081
"cty48381","Randall County, TX",0.108
"cty20105","Lincoln County, KS",0.108
"cty19127","Marshall County, IA",0.1079
"cty38071","Ramsey County, ND",0.1078
"cty48039","Brazoria County, TX",0.1078
"cty51171","Shenandoah County, VA",0.1078
"cty32011","Eureka County, NV",0.1078
"cty13103","Effingham County, GA",0.1076
"cty46129","Walworth County, SD",0.1075
"cty38093","Stutsman County, ND",0.1075
"cty13223","Paulding County, GA",0.1074
"cty08067","La Plata County, CO",0.1073
"cty23023","Sagadahoc County, ME",0.1073
"cty48149","Fayette County, TX",0.1073
"cty36069","Ontario County, NY",0.1073
"cty48165","Gaines County, TX",0.1072
"cty06069","San Benito County, CA",0.1072
"cty09013","Tolland County, CT",0.1072
"cty02130","Ketchikan Gateway Borough, AK",0.1071
"cty19117","Lucas County, IA",0.1071
"cty08087","Morgan County, CO",0.107
"cty42075","Lebanon County, PA",0.107
"cty30111","Yellowstone County, MT",0.1069
"cty08061","Kiowa County, CO",0.1069
"cty06111","Ventura County, CA",0.1068
"cty48493","Wilson County, TX",0.1068
"cty08005","Arapahoe County, CO",0.1067
"cty30099","Teton County, MT",0.1066
"cty18015","Carroll County, IN",0.1066
"cty20115","Marion County, KS",0.1066
"cty08049","Grand County, CO",0.1066
"cty42109","Snyder County, PA",0.1065
"cty48095","Concho County, TX",0.1063
"cty51087","Henrico County, VA",0.1062
"cty55141","Wood County, WI",0.1061
"cty24033","Prince George's County, MD",0.1061
"cty46107","Potter County, SD",0.106
"cty19073","Greene County, IA",0.106
"cty19079","Hamilton County, IA",0.106
"cty18151","Steuben County, IN",0.1059
"cty38099","Walsh County, ND",0.1058
"cty46039","Deuel County, SD",0.1058
"cty24015","Cecil County, MD",0.1058
"cty46009","Bon Homme County, SD",0.1057
"cty51149","Prince George County, VA",0.1057
"cty17071","Henderson County, IL",0.1056
"cty47127","Moore County, TN",0.1056
"cty21157","Marshall County, KY",0.1056
"cty42125","Washington County, PA",0.1055
"cty27129","Renville County, MN",0.1055
"cty46091","Marshall County, SD",0.1055
"cty19043","Clayton County, IA",0.1055
"cty46029","Codington County, SD",0.1054
"cty12019","Clay County, FL",0.1054
"cty19085","Harrison County, IA",0.1054
"cty39025","Clermont County, OH",0.1054
"cty55135","Waupaca County, WI",0.1053
"cty26047","Emmet County, MI",0.1052
"cty42133","York County, PA",0.1052
"cty56025","Natrona County, WY",0.1051
"cty56021","Laramie County, WY",0.1051
"cty31067","Gage County, NE",0.1051
"cty38001","Adams County, ND",0.1051
"cty19071","Fremont County, IA",0.105
"cty51187","Warren County, VA",0.1049
"cty30009","Carbon County, MT",0.1048
"cty48285","Lavaca County, TX",0.1048
"cty19077","Guthrie County, IA",0.1048
"cty31181","Webster County, NE",0.1048
"cty31103","Keya Paha County, NE",0.1048
"cty31049","Deuel County, NE",0.1046
"cty19143","Osceola County, IA",0.1046
"cty42129","Westmoreland County, PA",0.1046
"cty55055","Jefferson County, WI",0.1046
"cty17155","Putnam County, IL",0.1044
"cty12119","Sumter County, FL",0.1043
"cty30077","Powell County, MT",0.1043
"cty20201","Washington County, KS",0.1043
"cty55071","Manitowoc County, WI",0.1043
"cty06005","Amador County, CA",0.1042
"cty31149","Rock County, NE",0.1042
"cty17131","Mercer County, IL",0.1042
"cty27125","Red Lake County, MN",0.104
"cty31027","Cedar County, NE",0.104
"cty53035","Kitsap County, WA",0.1039
"cty27035","Crow Wing County, MN",0.1039
"cty46125","Turner County, SD",0.1039
"cty49027","Millard County, UT",0.1038
"cty29189","St. Louis County, MO",0.1037
"cty26087","Lapeer County, MI",0.1037
"cty46087","McCook County, SD",0.1037
"cty27133","Rock County, MN",0.1037
"cty13227","Pickens County, GA",0.1036
"cty42131","Wyoming County, PA",0.1036
"cty34009","Cape May County, NJ",0.1035
"cty48379","Rains County, TX",0.1035
"cty42103","Pike County, PA",0.1034
"cty21029","Bullitt County, KY",0.1033
"cty37029","Camden County, NC",0.1033
"cty19189","Winnebago County, IA",0.1033
"cty31105","Kimball County, NE",0.1033
"cty19195","Worth County, IA",0.1031
"cty27055","Houston County, MN",0.1031
"cty20103","Leavenworth County, KS",0.103
"cty46075","Jones County, SD",0.103
"cty53011","Clark County, WA",0.1029
"cty39069","Henry County, OH",0.1028
"cty19015","Boone County, IA",0.1028
"cty20065","Graham County, KS",0.1028
"cty24047","Worcester County, MD",0.1028
"cty33001","Belknap County, NH",0.1028
"cty48295","Lipscomb County, TX",0.1026
"cty25019","Nantucket County, MA",0.1024
"cty16029","Caribou County, ID",0.102
"cty21215","Spencer County, KY",0.1019
"cty39045","Fairfield County, OH",0.1019
"cty08107","Routt County, CO",0.1017
"cty06013","Contra Costa County, CA",0.1016
"cty20199","Wallace County, KS",0.1016
"cty40007","Beaver County, OK",0.1014
"cty48335","Mitchell County, TX",0.1014
"cty28033","DeSoto County, MS",0.1014
"cty33003","Carroll County, NH",0.1013
"cty19161","Sac County, IA",0.1013
"cty46019","Butte County, SD",0.1013
"cty31059","Fillmore County, NE",0.1012
"cty19157","Poweshiek County, IA",0.1011
"cty18133","Putnam County, IN",0.101
"cty13057","Cherokee County, GA",0.1009
"cty20129","Morton County, KS",0.1009
"cty38087","Slope County, ND",0.1008
"cty49003","Box Elder County, UT",0.1008
"cty09011","New London County, CT",0.1007
"cty19005","Allamakee County, IA",0.1006
"cty36119","Westchester County, NY",0.1005
"cty51103","Lancaster County, VA",0.1005
"cty24005","Baltimore County, MD",0.1004
"cty42093","Montour County, PA",0.1004
"cty37053","Currituck County, NC",0.1004
"cty18019","Clark County, IN",0.1003
"cty36031","Essex County, NY",0.1003
"cty37179","Union County, NC",0.1002
"cty51021","Bland County, VA",0.1002
"cty46061","Hanson County, SD",0.1002
"cty15007","Kauai County, HI",0.1001
"cty50027","Windsor County, VT",0.1001
"cty20193","Thomas County, KS",0.1001
"cty19125","Marion County, IA",0.1
"cty38049","McHenry County, ND",0.0999
"cty31121","Merrick County, NE",0.0999
"cty38055","McLean County, ND",0.0998
