"cty","Name","Incarceration_Rate_rP_gP_pall"
"cty42035","Clinton County, PA",0.013
"cty51035","Carroll County, VA",0.013
"cty54045","Logan County, WV",0.013
"cty21025","Breathitt County, KY",0.013
"cty01091","Marengo County, AL",0.013
"cty37111","McDowell County, NC",0.013
"cty20055","Finney County, KS",0.013
"cty21081","Grant County, KY",0.013
"cty01095","Marshall County, AL",0.0129
"cty26159","Van Buren County, MI",0.0129
"cty02170","Matanuska-Susitna Borough, AK",0.0129
"cty54043","Lincoln County, WV",0.0129
"cty28161","Yalobusha County, MS",0.0129
"cty21131","Leslie County, KY",0.0129
"cty18021","Clay County, IN",0.0129
"cty39069","Henry County, OH",0.0129
"cty18019","Clark County, IN",0.0129
"cty16059","Lemhi County, ID",0.0129
"cty42121","Venango County, PA",0.0129
"cty22089","St. Charles Parish, LA",0.0129
"cty13137","Habersham County, GA",0.0129
"cty38069","Pierce County, ND",0.0129
"cty18017","Cass County, IN",0.0129
"cty48493","Wilson County, TX",0.0129
"cty13103","Effingham County, GA",0.0129
"cty53025","Grant County, WA",0.0128
"cty41043","Linn County, OR",0.0128
"cty37001","Alamance County, NC",0.0128
"cty39089","Licking County, OH",0.0128
"cty17105","Livingston County, IL",0.0128
"cty21117","Kenton County, KY",0.0128
"cty51007","Amelia County, VA",0.0128
"cty28139","Tippah County, MS",0.0128
"cty37003","Alexander County, NC",0.0128
"cty29211","Sullivan County, MO",0.0128
"cty42099","Perry County, PA",0.0128
"cty40097","Mayes County, OK",0.0127
"cty37163","Sampson County, NC",0.0127
"cty26029","Charlevoix County, MI",0.0127
"cty02110","Juneau City and Borough, AK",0.0127
"cty51810","Virginia Beach city, VA",0.0127
"cty13067","Cobb County, GA",0.0127
"cty72133","Santa Isabel Municipio, PR",0.0127
"cty39043","Erie County, OH",0.0127
"cty26059","Hillsdale County, MI",0.0127
"cty54011","Cabell County, WV",0.0127
"cty01051","Elmore County, AL",0.0127
"cty21171","Monroe County, KY",0.0127
"cty45001","Abbeville County, SC",0.0127
"cty01023","Choctaw County, AL",0.0127
"cty47159","Smith County, TN",0.0127
"cty18175","Washington County, IN",0.0127
"cty28071","Lafayette County, MS",0.0127
"cty16039","Elmore County, ID",0.0127
"cty42081","Lycoming County, PA",0.0127
"cty35043","Sandoval County, NM",0.0126
"cty02020","Anchorage Municipality, AK",0.0126
"cty05149","Yell County, AR",0.0126
"cty12087","Monroe County, FL",0.0126
"cty21073","Franklin County, KY",0.0126
"cty26039","Crawford County, MI",0.0126
"cty48397","Rockwall County, TX",0.0126
"cty21003","Allen County, KY",0.0126
"cty51141","Patrick County, VA",0.0126
"cty42075","Lebanon County, PA",0.0126
"cty48011","Armstrong County, TX",0.0126
"cty20133","Neosho County, KS",0.0126
"cty21065","Estill County, KY",0.0126
"cty29027","Callaway County, MO",0.0126
"cty18155","Switzerland County, IN",0.0126
"cty56017","Hot Springs County, WY",0.0126
"cty06039","Madera County, CA",0.0125
"cty06067","Sacramento County, CA",0.0125
"cty09003","Hartford County, CT",0.0125
"cty48071","Chambers County, TX",0.0125
"cty21209","Scott County, KY",0.0125
"cty51073","Gloucester County, VA",0.0125
"cty42013","Blair County, PA",0.0125
"cty48061","Cameron County, TX",0.0125
"cty18031","Decatur County, IN",0.0125
"cty18139","Rush County, IN",0.0125
"cty29225","Webster County, MO",0.0125
"cty29229","Wright County, MO",0.0125
"cty39153","Summit County, OH",0.0124
"cty39017","Butler County, OH",0.0124
"cty26085","Lake County, MI",0.0124
"cty48019","Bandera County, TX",0.0124
"cty29205","Shelby County, MO",0.0124
"cty55129","Washburn County, WI",0.0124
"cty17075","Iroquois County, IL",0.0124
"cty37167","Stanly County, NC",0.0124
"cty12077","Liberty County, FL",0.0124
"cty42123","Warren County, PA",0.0124
"cty23025","Somerset County, ME",0.0124
"cty48199","Hardin County, TX",0.0124
"cty53039","Klickitat County, WA",0.0124
"cty36105","Sullivan County, NY",0.0124
"cty40091","McIntosh County, OK",0.0123
"cty40073","Kingfisher County, OK",0.0123
"cty40021","Cherokee County, OK",0.0123
"cty06115","Yuba County, CA",0.0123
"cty22057","Lafourche Parish, LA",0.0123
"cty24025","Harford County, MD",0.0123
"cty48399","Runnels County, TX",0.0123
"cty45055","Kershaw County, SC",0.0123
"cty18103","Miami County, IN",0.0123
"cty17167","Sangamon County, IL",0.0123
"cty42033","Clearfield County, PA",0.0123
"cty26023","Branch County, MI",0.0123
"cty18165","Vermillion County, IN",0.0123
"cty18101","Martin County, IN",0.0123
"cty25007","Dukes County, MA",0.0123
"cty21125","Laurel County, KY",0.0123
"cty46093","Meade County, SD",0.0122
"cty40079","Le Flore County, OK",0.0122
"cty49057","Weber County, UT",0.0122
"cty48121","Denton County, TX",0.0122
"cty21029","Bullitt County, KY",0.0122
"cty01083","Limestone County, AL",0.0122
"cty36097","Schuyler County, NY",0.0122
"cty45077","Pickens County, SC",0.0122
"cty21169","Metcalfe County, KY",0.0122
"cty39053","Gallia County, OH",0.0122
"cty22005","Ascension Parish, LA",0.0122
"cty37023","Burke County, NC",0.0122
"cty39025","Clermont County, OH",0.0122
"cty29003","Andrew County, MO",0.0122
"cty37193","Wilkes County, NC",0.0122
"cty39065","Hardin County, OH",0.0122
"cty54071","Pendleton County, WV",0.0122
"cty47077","Henderson County, TN",0.0122
"cty21219","Todd County, KY",0.0122
"cty51127","New Kent County, VA",0.0122
"cty37125","Moore County, NC",0.0122
"cty06107","Tulare County, CA",0.0121
"cty01129","Washington County, AL",0.0121
"cty40145","Wagoner County, OK",0.0121
"cty09015","Windham County, CT",0.0121
"cty13135","Gwinnett County, GA",0.0121
"cty35017","Grant County, NM",0.0121
"cty13195","Madison County, GA",0.0121
"cty21163","Meade County, KY",0.0121
"cty01127","Walker County, AL",0.0121
"cty05075","Lawrence County, AR",0.0121
"cty48103","Crane County, TX",0.0121
"cty47139","Polk County, TN",0.0121
"cty42073","Lawrence County, PA",0.0121
"cty48131","Duval County, TX",0.0121
"cty46129","Walworth County, SD",0.012
"cty06023","Humboldt County, CA",0.012
"cty05137","Stone County, AR",0.012
"cty19085","Harrison County, IA",0.012
"cty39033","Crawford County, OH",0.012
"cty29115","Linn County, MO",0.012
"cty37069","Franklin County, NC",0.012
"cty54085","Ritchie County, WV",0.012
"cty18109","Morgan County, IN",0.012
"cty19057","Des Moines County, IA",0.012
"cty08015","Chaffee County, CO",0.012
"cty29029","Camden County, MO",0.012
"cty08083","Montezuma County, CO",0.0119
"cty37153","Richmond County, NC",0.0119
"cty35049","Santa Fe County, NM",0.0119
"cty30111","Yellowstone County, MT",0.0119
"cty32001","Churchill County, NV",0.0119
"cty41007","Clatsop County, OR",0.0119
"cty53053","Pierce County, WA",0.0119
"cty53041","Lewis County, WA",0.0119
"cty09009","New Haven County, CT",0.0119
"cty37103","Jones County, NC",0.0119
"cty05089","Marion County, AR",0.0119
"cty18183","Whitley County, IN",0.0119
"cty21021","Boyle County, KY",0.0119
"cty21103","Henry County, KY",0.0119
"cty29219","Warren County, MO",0.0119
"cty51037","Charlotte County, VA",0.0119
"cty21207","Russell County, KY",0.0119
"cty55127","Walworth County, WI",0.0119
"cty08073","Lincoln County, CO",0.0119
"cty37043","Clay County, NC",0.0119
"cty05019","Clark County, AR",0.0119
"cty51061","Fauquier County, VA",0.0119
"cty08025","Crowley County, CO",0.0119
"cty28005","Amite County, MS",0.0119
"cty46023","Charles Mix County, SD",0.0118
"cty20037","Crawford County, KS",0.0118
"cty39093","Lorain County, OH",0.0118
"cty19153","Polk County, IA",0.0118
"cty06047","Merced County, CA",0.0118
"cty01003","Baldwin County, AL",0.0118
"cty51041","Chesterfield County, VA",0.0118
"cty51153","Prince William County, VA",0.0118
"cty48143","Erath County, TX",0.0118
"cty21235","Whitley County, KY",0.0118
"cty39039","Defiance County, OH",0.0118
"cty28057","Itawamba County, MS",0.0118
"cty35051","Sierra County, NM",0.0118
"cty42089","Monroe County, PA",0.0118
"cty29001","Adair County, MO",0.0118
"cty13321","Worth County, GA",0.0118
"cty46123","Tripp County, SD",0.0117
"cty30093","Silver Bow County, MT",0.0117
"cty26031","Cheboygan County, MI",0.0117
"cty41039","Lane County, OR",0.0117
"cty13057","Cherokee County, GA",0.0117
"cty39155","Trumbull County, OH",0.0117
"cty39067","Harrison County, OH",0.0117
"cty17001","Adams County, IL",0.0117
"cty21009","Barren County, KY",0.0117
"cty48149","Fayette County, TX",0.0117
"cty18011","Boone County, IN",0.0117
"cty42023","Cameron County, PA",0.0117
"cty46033","Custer County, SD",0.0117
"cty37027","Caldwell County, NC",0.0117
"cty19013","Black Hawk County, IA",0.0117
"cty37017","Bladen County, NC",0.0116
"cty26155","Shiawassee County, MI",0.0116
"cty20005","Atchison County, KS",0.0116
"cty21217","Taylor County, KY",0.0116
"cty05121","Randolph County, AR",0.0116
"cty19129","Mills County, IA",0.0116
"cty48091","Comal County, TX",0.0116
"cty55075","Marinette County, WI",0.0116
"cty51145","Powhatan County, VA",0.0116
"cty29011","Barton County, MO",0.0116
"cty55051","Iron County, WI",0.0116
"cty53071","Walla Walla County, WA",0.0116
"cty08081","Moffat County, CO",0.0116
"cty01107","Pickens County, AL",0.0116
"cty06077","San Joaquin County, CA",0.0115
"cty29189","St. Louis County, MO",0.0115
"cty06099","Stanislaus County, CA",0.0115
"cty37113","Macon County, NC",0.0115
"cty28121","Rankin County, MS",0.0115
"cty21139","Livingston County, KY",0.0115
"cty48285","Lavaca County, TX",0.0115
"cty21005","Anderson County, KY",0.0115
"cty47019","Carter County, TN",0.0115
"cty42103","Pike County, PA",0.0115
"cty28007","Attala County, MS",0.0115
"cty17065","Hamilton County, IL",0.0115
"cty36061","New York County, NY",0.0114
"cty37151","Randolph County, NC",0.0114
"cty32510","Carson City, NV",0.0114
"cty20161","Riley County, KS",0.0114
"cty18163","Vanderburgh County, IN",0.0114
"cty41051","Multnomah County, OR",0.0114
"cty26077","Kalamazoo County, MI",0.0114
"cty08069","Larimer County, CO",0.0114
"cty08005","Arapahoe County, CO",0.0114
"cty20103","Leavenworth County, KS",0.0114
"cty24037","St. Mary's County, MD",0.0114
"cty51013","Arlington County, VA",0.0114
"cty51121","Montgomery County, VA",0.0114
"cty18111","Newton County, IN",0.0114
"cty39005","Ashland County, OH",0.0114
"cty34031","Passaic County, NJ",0.0113
"cty41015","Curry County, OR",0.0113
"cty06065","Riverside County, CA",0.0113
"cty36055","Monroe County, NY",0.0113
"cty54091","Taylor County, WV",0.0113
"cty17127","Massac County, IL",0.0113
"cty42087","Mifflin County, PA",0.0113
"cty47185","White County, TN",0.0113
"cty18135","Randolph County, IN",0.0113
"cty16035","Clearwater County, ID",0.0113
"cty42011","Berks County, PA",0.0113
"cty29049","Clinton County, MO",0.0113
"cty08019","Clear Creek County, CO",0.0113
"cty48161","Freestone County, TX",0.0113
"cty26113","Missaukee County, MI",0.0113
"cty39009","Athens County, OH",0.0113
"cty08103","Rio Blanco County, CO",0.0113
"cty13111","Fannin County, GA",0.0113
"cty22113","Vermilion Parish, LA",0.0113
"cty29141","Morgan County, MO",0.0113
"cty38047","Logan County, ND",0.0113
"cty41013","Crook County, OR",0.0113
"cty42049","Erie County, PA",0.0112
"cty37035","Catawba County, NC",0.0112
"cty05045","Faulkner County, AR",0.0112
"cty56005","Campbell County, WY",0.0112
"cty56037","Sweetwater County, WY",0.0112
"cty47143","Rhea County, TN",0.0112
"cty08085","Montrose County, CO",0.0112
"cty29167","Polk County, MO",0.0112
"cty31031","Cherry County, NE",0.0112
"cty17051","Fayette County, IL",0.0112
"cty50017","Orange County, VT",0.0112
"cty17035","Cumberland County, IL",0.0112
"cty20189","Stevens County, KS",0.0112
"cty40139","Texas County, OK",0.0112
"cty26033","Chippewa County, MI",0.0111
"cty06029","Kern County, CA",0.0111
"cty22103","St. Tammany Parish, LA",0.0111
"cty40147","Washington County, OK",0.0111
"cty26075","Jackson County, MI",0.0111
"cty53011","Clark County, WA",0.0111
"cty48491","Williamson County, TX",0.0111
"cty47017","Carroll County, TN",0.0111
"cty30061","Mineral County, MT",0.0111
"cty17095","Knox County, IL",0.0111
"cty17195","Whiteside County, IL",0.0111
"cty51019","Bedford County, VA",0.0111
"cty26017","Bay County, MI",0.0111
"cty26123","Newaygo County, MI",0.0111
"cty18099","Marshall County, IN",0.0111
"cty19007","Appanoose County, IA",0.0111
"cty55067","Langlade County, WI",0.0111
"cty05127","Scott County, AR",0.0111
"cty01065","Hale County, AL",0.0111
"cty19193","Woodbury County, IA",0.011
"cty41035","Klamath County, OR",0.011
"cty29099","Jefferson County, MO",0.011
"cty48417","Shackelford County, TX",0.011
"cty08119","Teller County, CO",0.011
"cty18055","Greene County, IN",0.011
"cty34033","Salem County, NJ",0.011
"cty17177","Stephenson County, IL",0.011
"cty37031","Carteret County, NC",0.011
"cty27089","Marshall County, MN",0.011
"cty40085","Love County, OK",0.011
"cty01033","Colbert County, AL",0.011
"cty36115","Washington County, NY",0.011
"cty29157","Perry County, MO",0.011
"cty48009","Archer County, TX",0.011
"cty20099","Labette County, KS",0.0109
"cty53019","Ferry County, WA",0.0109
"cty39151","Stark County, OH",0.0109
"cty42045","Delaware County, PA",0.0109
"cty05029","Conway County, AR",0.0109
"cty26011","Arenac County, MI",0.0109
"cty37009","Ashe County, NC",0.0109
"cty49007","Carbon County, UT",0.0109
"cty51683","Manassas city, VA",0.0109
"cty18129","Posey County, IN",0.0109
"cty18071","Jackson County, IN",0.0109
"cty56013","Fremont County, WY",0.0108
"cty40127","Pushmataha County, OK",0.0108
"cty06101","Sutter County, CA",0.0108
"cty55041","Forest County, WI",0.0108
"cty41071","Yamhill County, OR",0.0108
"cty34039","Union County, NJ",0.0108
"cty37143","Perquimans County, NC",0.0108
"cty20169","Saline County, KS",0.0108
"cty54041","Lewis County, WV",0.0108
"cty18123","Perry County, IN",0.0108
"cty51161","Roanoke County, VA",0.0108
"cty54057","Mineral County, WV",0.0108
"cty39007","Ashtabula County, OH",0.0108
"cty53027","Grays Harbor County, WA",0.0107
"cty04005","Coconino County, AZ",0.0107
"cty06019","Fresno County, CA",0.0107
"cty53073","Whatcom County, WA",0.0107
"cty40119","Payne County, OK",0.0107
"cty41059","Umatilla County, OR",0.0107
"cty36033","Franklin County, NY",0.0107
"cty36067","Onondaga County, NY",0.0107
"cty02090","Fairbanks North Star Borough, AK",0.0107
"cty53067","Thurston County, WA",0.0107
"cty01031","Coffee County, AL",0.0107
"cty26091","Lenawee County, MI",0.0107
"cty01115","St. Clair County, AL",0.0107
"cty26051","Gladwin County, MI",0.0107
"cty37197","Yadkin County, NC",0.0107
"cty29031","Cape Girardeau County, MO",0.0107
"cty19139","Muscatine County, IA",0.0107
"cty28127","Simpson County, MS",0.0107
"cty42001","Adams County, PA",0.0107
"cty15001","Hawaii County, HI",0.0107
"cty53057","Skagit County, WA",0.0106
"cty37101","Johnston County, NC",0.0106
"cty06015","Del Norte County, CA",0.0106
"cty06037","Los Angeles County, CA",0.0106
"cty42003","Allegheny County, PA",0.0106
"cty18117","Orange County, IN",0.0106
"cty29159","Pettis County, MO",0.0106
"cty28077","Lawrence County, MS",0.0106
"cty37161","Rutherford County, NC",0.0106
"cty36093","Schenectady County, NY",0.0106
"cty36101","Steuben County, NY",0.0106
"cty55037","Florence County, WI",0.0106
"cty13101","Echols County, GA",0.0106
"cty29075","Gentry County, MO",0.0106
"cty56015","Goshen County, WY",0.0106
"cty17045","Edgar County, IL",0.0106
"cty21195","Pike County, KY",0.0106
"cty33001","Belknap County, NH",0.0106
"cty55115","Shawano County, WI",0.0105
"cty40083","Logan County, OK",0.0105
"cty02130","Ketchikan Gateway Borough, AK",0.0105
"cty26073","Isabella County, MI",0.0105
"cty32033","White Pine County, NV",0.0105
"cty17055","Franklin County, IL",0.0105
"cty54099","Wayne County, WV",0.0105
"cty02230","Skagway Municipality, AK",0.0105
"cty21059","Daviess County, KY",0.0105
"cty50005","Caledonia County, VT",0.0105
"cty29041","Chariton County, MO",0.0105
"cty16085","Valley County, ID",0.0105
"cty51165","Rockingham County, VA",0.0105
"cty55013","Burnett County, WI",0.0104
"cty42077","Lehigh County, PA",0.0104
"cty40131","Rogers County, OK",0.0104
"cty06095","Solano County, CA",0.0104
"cty36001","Albany County, NY",0.0104
"cty24003","Anne Arundel County, MD",0.0104
"cty09011","New London County, CT",0.0104
"cty24009","Calvert County, MD",0.0104
"cty17029","Coles County, IL",0.0104
"cty51775","Salem city, VA",0.0104
"cty21211","Shelby County, KY",0.0104
"cty48281","Lampasas County, TX",0.0104
"cty54039","Kanawha County, WV",0.0104
"cty17113","McLean County, IL",0.0104
"cty37005","Alleghany County, NC",0.0104
"cty51085","Hanover County, VA",0.0104
"cty53001","Adams County, WA",0.0104
"cty18179","Wells County, IN",0.0104
"cty18121","Parke County, IN",0.0104
"cty47151","Scott County, TN",0.0104
"cty37175","Transylvania County, NC",0.0104
"cty39149","Shelby County, OH",0.0104
"cty26153","Schoolcraft County, MI",0.0103
"cty26157","Tuscola County, MI",0.0103
"cty54065","Morgan County, WV",0.0103
"cty27165","Watonwan County, MN",0.0103
"cty31067","Gage County, NE",0.0103
"cty42061","Huntingdon County, PA",0.0103
"cty51091","Highland County, VA",0.0103
"cty21229","Washington County, KY",0.0103
"cty42069","Lackawanna County, PA",0.0103
"cty30029","Flathead County, MT",0.0102
"cty19155","Pottawattamie County, IA",0.0102
"cty50011","Franklin County, VT",0.0102
"cty22009","Avoyelles Parish, LA",0.0102
"cty01071","Jackson County, AL",0.0102
"cty16013","Blaine County, ID",0.0102
"cty48193","Hamilton County, TX",0.0102
"cty47145","Roane County, TN",0.0102
"cty26137","Otsego County, MI",0.0102
"cty39117","Morrow County, OH",0.0102
"cty42059","Greene County, PA",0.0102
"cty48163","Frio County, TX",0.0102
"cty18105","Monroe County, IN",0.0102
"cty22039","Evangeline Parish, LA",0.0102
"cty28039","George County, MS",0.0102
"cty29051","Cole County, MO",0.0102
"cty55125","Vilas County, WI",0.0102
"cty36069","Ontario County, NY",0.0102
"cty05051","Garland County, AR",0.0101
"cty46013","Brown County, SD",0.0101
"cty09001","Fairfield County, CT",0.0101
"cty53005","Benton County, WA",0.0101
"cty37171","Surry County, NC",0.0101
"cty29111","Lewis County, MO",0.0101
"cty17173","Shelby County, IL",0.0101
"cty39073","Hocking County, OH",0.0101
"cty20171","Scott County, KS",0.0101
"cty54025","Greenbrier County, WV",0.0101
"cty31047","Dawson County, NE",0.0101
"cty34009","Cape May County, NJ",0.0101
"cty21183","Ohio County, KY",0.0101
"cty48137","Edwards County, TX",0.0101
"cty17099","LaSalle County, IL",0.0101
"cty18081","Johnson County, IN",0.0101
"cty06021","Glenn County, CA",0.01
"cty30041","Hill County, MT",0.01
"cty55007","Bayfield County, WI",0.01
"cty51125","Nelson County, VA",0.01
"cty35057","Torrance County, NM",0.01
"cty39097","Madison County, OH",0.01
"cty13241","Rabun County, GA",0.01
"cty37029","Camden County, NC",0.01
"cty48059","Callahan County, TX",0.01
"cty19187","Webster County, IA",0.01
"cty05115","Pope County, AR",0.01
"cty21051","Clay County, KY",0.01
"cty13073","Columbia County, GA",0.01
"cty48153","Floyd County, TX",0.01
"cty26129","Ogemaw County, MI",0.01
"cty36065","Oneida County, NY",0.01
"cty06033","Lake County, CA",0.0099
"cty06035","Lassen County, CA",0.0099
"cty08059","Jefferson County, CO",0.0099
"cty17159","Richland County, IL",0.0099
"cty20121","Miami County, KS",0.0099
"cty21191","Pendleton County, KY",0.0099
"cty31079","Hall County, NE",0.0099
"cty51171","Shenandoah County, VA",0.0099
"cty06043","Mariposa County, CA",0.0099
"cty19133","Monona County, IA",0.0099
"cty29101","Johnson County, MO",0.0099
"cty31053","Dodge County, NE",0.0099
"cty21099","Hart County, KY",0.0099
"cty17135","Montgomery County, IL",0.0099
"cty16075","Payette County, ID",0.0099
"cty53037","Kittitas County, WA",0.0099
"cty26069","Iosco County, MI",0.0099
"cty30013","Cascade County, MT",0.0098
"cty47179","Washington County, TN",0.0098
"cty20049","Elk County, KS",0.0098
"cty37187","Washington County, NC",0.0098
"cty47173","Union County, TN",0.0098
"cty29089","Howard County, MO",0.0098
"cty22023","Cameron Parish, LA",0.0098
"cty55021","Columbia County, WI",0.0098
"cty05113","Polk County, AR",0.0097
