"cty","Name","High_School_Graduation_Rate_rP_gP_pall"
"cty40083","Logan County, OK",0.8433
"cty48499","Wood County, TX",0.8433
"cty37117","Martin County, NC",0.8433
"cty21125","Laurel County, KY",0.8433
"cty17139","Moultrie County, IL",0.8432
"cty50025","Windham County, VT",0.8431
"cty16039","Elmore County, ID",0.8431
"cty40063","Hughes County, OK",0.843
"cty05007","Benton County, AR",0.843
"cty51139","Page County, VA",0.843
"cty31161","Sheridan County, NE",0.8429
"cty29115","Linn County, MO",0.8429
"cty48037","Bowie County, TX",0.8428
"cty48203","Harrison County, TX",0.8428
"cty45073","Oconee County, SC",0.8428
"cty51073","Gloucester County, VA",0.8427
"cty16027","Canyon County, ID",0.8426
"cty12099","Palm Beach County, FL",0.8425
"cty12057","Hillsborough County, FL",0.8425
"cty20007","Barber County, KS",0.8425
"cty01073","Jefferson County, AL",0.8423
"cty13159","Jasper County, GA",0.8423
"cty05091","Miller County, AR",0.8423
"cty27021","Cass County, MN",0.8422
"cty40081","Lincoln County, OK",0.8422
"cty22051","Jefferson Parish, LA",0.8422
"cty40057","Harmon County, OK",0.8422
"cty27065","Kanabec County, MN",0.8422
"cty39033","Crawford County, OH",0.8422
"cty13097","Douglas County, GA",0.8421
"cty42109","Snyder County, PA",0.842
"cty16079","Shoshone County, ID",0.842
"cty21209","Scott County, KY",0.8419
"cty51001","Accomack County, VA",0.8419
"cty48241","Jasper County, TX",0.8418
"cty17151","Pope County, IL",0.8418
"cty48493","Wilson County, TX",0.8418
"cty36035","Fulton County, NY",0.8418
"cty29143","New Madrid County, MO",0.8417
"cty26113","Missaukee County, MI",0.8416
"cty08121","Washington County, CO",0.8416
"cty06029","Kern County, CA",0.8415
"cty40089","McCurtain County, OK",0.8414
"cty40067","Jefferson County, OK",0.8413
"cty48483","Wheeler County, TX",0.8413
"cty37073","Gates County, NC",0.8413
"cty37051","Cumberland County, NC",0.8412
"cty37035","Catawba County, NC",0.8412
"cty51051","Dickenson County, VA",0.8412
"cty31163","Sherman County, NE",0.8412
"cty49015","Emery County, UT",0.8411
"cty48353","Nolan County, TX",0.8411
"cty13047","Catoosa County, GA",0.8411
"cty26107","Mecosta County, MI",0.8411
"cty37057","Davidson County, NC",0.841
"cty51183","Sussex County, VA",0.841
"cty48451","Tom Green County, TX",0.8409
"cty48181","Grayson County, TX",0.8409
"cty21231","Wayne County, KY",0.8409
"cty49047","Uintah County, UT",0.8408
"cty51141","Patrick County, VA",0.8408
"cty45017","Calhoun County, SC",0.8407
"cty30061","Mineral County, MT",0.8407
"cty21027","Breckinridge County, KY",0.8407
"cty37111","McDowell County, NC",0.8406
"cty41041","Lincoln County, OR",0.8405
"cty13151","Henry County, GA",0.8405
"cty16053","Jerome County, ID",0.8405
"cty37153","Richmond County, NC",0.8404
"cty37101","Johnston County, NC",0.8404
"cty05139","Union County, AR",0.8404
"cty30043","Jefferson County, MT",0.8404
"cty48385","Real County, TX",0.8403
"cty45091","York County, SC",0.8401
"cty30101","Toole County, MT",0.8401
"cty29217","Vernon County, MO",0.8401
"cty16035","Clearwater County, ID",0.84
"cty54085","Ritchie County, WV",0.84
"cty12033","Escambia County, FL",0.8399
"cty04025","Yavapai County, AZ",0.8399
"cty39023","Clark County, OH",0.8398
"cty22023","Cameron Parish, LA",0.8398
"cty01075","Lamar County, AL",0.8397
"cty26123","Newaygo County, MI",0.8397
"cty35047","San Miguel County, NM",0.8396
"cty28071","Lafayette County, MS",0.8395
"cty39169","Wayne County, OH",0.8394
"cty32019","Lyon County, NV",0.8393
"cty48213","Henderson County, TX",0.8392
"cty48265","Kerr County, TX",0.8392
"cty41031","Jefferson County, OR",0.8389
"cty26051","Gladwin County, MI",0.8389
"cty21001","Adair County, KY",0.8389
"cty48459","Upshur County, TX",0.8388
"cty22015","Bossier Parish, LA",0.8387
"cty01103","Morgan County, AL",0.8387
"cty29139","Montgomery County, MO",0.8385
"cty51187","Warren County, VA",0.8385
"cty37139","Pasquotank County, NC",0.8384
"cty01069","Houston County, AL",0.8384
"cty48457","Tyler County, TX",0.8383
"cty18095","Madison County, IN",0.8383
"cty29185","St. Clair County, MO",0.8383
"cty12095","Orange County, FL",0.8382
"cty37013","Beaufort County, NC",0.8382
"cty01133","Winston County, AL",0.8382
"cty13291","Union County, GA",0.8382
"cty13121","Fulton County, GA",0.838
"cty48219","Hockley County, TX",0.838
"cty40069","Johnston County, OK",0.8379
"cty12005","Bay County, FL",0.8379
"cty37063","Durham County, NC",0.8378
"cty22055","Lafayette Parish, LA",0.8378
"cty51117","Mecklenburg County, VA",0.8377
"cty37147","Pitt County, NC",0.8377
"cty13289","Twiggs County, GA",0.8377
"cty20129","Morton County, KS",0.8377
"cty29199","Scotland County, MO",0.8376
"cty36047","Kings County, NY",0.8375
"cty51109","Louisa County, VA",0.8375
"cty26021","Berrien County, MI",0.8374
"cty28081","Lee County, MS",0.8374
"cty54037","Jefferson County, WV",0.8374
"cty49013","Duchesne County, UT",0.8373
"cty40121","Pittsburg County, OK",0.8373
"cty48055","Caldwell County, TX",0.8373
"cty47077","Henderson County, TN",0.8373
"cty40111","Okmulgee County, OK",0.8372
"cty40039","Custer County, OK",0.8372
"cty21049","Clark County, KY",0.8372
"cty13207","Monroe County, GA",0.8372
"cty08123","Weld County, CO",0.837
"cty47071","Hardin County, TN",0.837
"cty56007","Carbon County, WY",0.837
"cty45071","Newberry County, SC",0.8369
"cty39015","Brown County, OH",0.8368
"cty30099","Teton County, MT",0.8368
"cty48207","Haskell County, TX",0.8368
"cty37143","Perquimans County, NC",0.8367
"cty48403","Sabine County, TX",0.8367
"cty41007","Clatsop County, OR",0.8366
"cty48141","El Paso County, TX",0.8366
"cty05111","Poinsett County, AR",0.8366
"cty28089","Madison County, MS",0.8364
"cty13085","Dawson County, GA",0.8364
"cty45083","Spartanburg County, SC",0.8363
"cty21051","Clay County, KY",0.8363
"cty40109","Oklahoma County, OK",0.8362
"cty26011","Arenac County, MI",0.8362
"cty21113","Jessamine County, KY",0.8362
"cty48161","Freestone County, TX",0.8361
"cty37003","Alexander County, NC",0.836
"cty12086","Miami-Dade County, FL",0.8359
"cty47167","Tipton County, TN",0.8359
"cty05073","Lafayette County, AR",0.8359
"cty13111","Fannin County, GA",0.8359
"cty29075","Gentry County, MO",0.8359
"cty39115","Morgan County, OH",0.8358
"cty01001","Autauga County, AL",0.8358
"cty02070","Dillingham Census Area, AK",0.8357
"cty12015","Charlotte County, FL",0.8357
"cty28045","Hancock County, MS",0.8356
"cty37085","Harnett County, NC",0.8355
"cty53059","Skamania County, WA",0.8355
"cty30027","Fergus County, MT",0.8355
"cty01045","Dale County, AL",0.8354
"cty37145","Person County, NC",0.8354
"cty48253","Jones County, TX",0.8354
"cty26039","Crawford County, MI",0.8353
"cty04001","Apache County, AZ",0.8352
"cty40115","Ottawa County, OK",0.8351
"cty56003","Big Horn County, WY",0.8351
"cty42015","Bradford County, PA",0.8351
"cty48275","Knox County, TX",0.8351
"cty22095","St. John the Baptist Parish, LA",0.8351
"cty29065","Dent County, MO",0.8351
"cty13209","Montgomery County, GA",0.8349
"cty48335","Mitchell County, TX",0.8346
"cty56031","Platte County, WY",0.8346
"cty13089","DeKalb County, GA",0.8345
"cty22123","West Carroll Parish, LA",0.8345
"cty48067","Cass County, TX",0.8345
"cty27095","Mille Lacs County, MN",0.8343
"cty48097","Cooke County, TX",0.8343
"cty18177","Wayne County, IN",0.8342
"cty54043","Lincoln County, WV",0.8341
"cty28159","Winston County, MS",0.834
"cty48495","Winkler County, TX",0.834
"cty28121","Rankin County, MS",0.8339
"cty45085","Sumter County, SC",0.8338
"cty21085","Grayson County, KY",0.8338
"cty41065","Wasco County, OR",0.8337
"cty35013","Doña Ana County, NM",0.8337
"cty48347","Nacogdoches County, TX",0.8337
"cty40091","McIntosh County, OK",0.8336
"cty53045","Mason County, WA",0.8336
"cty06115","Yuba County, CA",0.8336
"cty21137","Lincoln County, KY",0.8336
"cty21047","Christian County, KY",0.8336
"cty18025","Crawford County, IN",0.8335
"cty54089","Summers County, WV",0.8335
"cty72127","San Juan Municipio, PR",0.8335
"cty28005","Amite County, MS",0.8335
"cty06107","Tulare County, CA",0.8334
"cty51025","Brunswick County, VA",0.8334
"cty01127","Walker County, AL",0.8334
"cty55019","Clark County, WI",0.8334
"cty12101","Pasco County, FL",0.8333
"cty12097","Osceola County, FL",0.8333
"cty28061","Jasper County, MS",0.8332
"cty01033","Colbert County, AL",0.8332
"cty21031","Butler County, KY",0.8331
"cty17175","Stark County, IL",0.8331
"cty12121","Suwannee County, FL",0.833
"cty28021","Claiborne County, MS",0.833
"cty48401","Rusk County, TX",0.8329
"cty22059","LaSalle Parish, LA",0.8329
"cty05041","Desha County, AR",0.8328
"cty26117","Montcalm County, MI",0.8328
"cty45043","Georgetown County, SC",0.8327
"cty37023","Burke County, NC",0.8327
"cty48175","Goliad County, TX",0.8326
"cty18041","Fayette County, IN",0.8326
"cty48481","Wharton County, TX",0.8326
"cty40107","Okfuskee County, OK",0.8325
"cty47051","Franklin County, TN",0.8325
"cty01061","Geneva County, AL",0.8325
"cty47151","Scott County, TN",0.8325
"cty29091","Howell County, MO",0.8325
"cty22003","Allen Parish, LA",0.8323
"cty05149","Yell County, AR",0.8323
"cty28149","Warren County, MS",0.8323
"cty27115","Pine County, MN",0.8322
"cty12007","Bradford County, FL",0.8322
"cty21069","Fleming County, KY",0.8322
"cty08087","Morgan County, CO",0.8322
"cty06019","Fresno County, CA",0.8321
"cty13051","Chatham County, GA",0.8321
"cty37115","Madison County, NC",0.8321
"cty49025","Kane County, UT",0.832
"cty40061","Haskell County, OK",0.8318
"cty08101","Pueblo County, CO",0.8317
"cty20119","Meade County, KS",0.8317
"cty40125","Pottawatomie County, OK",0.8316
"cty40049","Garvin County, OK",0.8314
"cty48487","Wilbarger County, TX",0.8314
"cty48437","Swisher County, TX",0.8314
"cty38027","Eddy County, ND",0.8314
"cty40021","Cherokee County, OK",0.8313
"cty20145","Pawnee County, KS",0.8313
"cty37109","Lincoln County, NC",0.8312
"cty42113","Sullivan County, PA",0.8312
"cty47065","Hamilton County, TN",0.8311
"cty40101","Muskogee County, OK",0.8311
"cty01055","Etowah County, AL",0.8311
"cty02180","Nome Census Area, AK",0.8307
"cty39071","Highland County, OH",0.8307
"cty13109","Evans County, GA",0.8307
"cty28075","Lauderdale County, MS",0.8307
"cty20179","Sheridan County, KS",0.8306
"cty22117","Washington Parish, LA",0.8306
"cty45041","Florence County, SC",0.8306
"cty40015","Caddo County, OK",0.8305
"cty39055","Geauga County, OH",0.8305
"cty37047","Columbus County, NC",0.8304
"cty18097","Marion County, IN",0.8303
"cty18175","Washington County, IN",0.8303
"cty29145","Newton County, MO",0.8302
"cty50009","Essex County, VT",0.8302
"cty40075","Kiowa County, OK",0.83
"cty29125","Maries County, MO",0.83
"cty29187","St. Francois County, MO",0.83
"cty48257","Kaufman County, TX",0.8299
"cty20199","Wallace County, KS",0.8299
"cty20077","Harper County, KS",0.8298
"cty31103","Keya Paha County, NE",0.8297
"cty35009","Curry County, NM",0.8297
"cty20075","Hamilton County, KS",0.8296
"cty51590","Danville city, VA",0.8296
"cty38103","Wells County, ND",0.8293
"cty48395","Robertson County, TX",0.8293
"cty48021","Bastrop County, TX",0.8293
"cty28009","Benton County, MS",0.8292
"cty37033","Caswell County, NC",0.8291
"cty37137","Pamlico County, NC",0.829
"cty45029","Colleton County, SC",0.829
"cty48231","Hunt County, TX",0.8289
"cty48305","Lynn County, TX",0.8289
"cty40093","Major County, OK",0.8289
"cty05095","Monroe County, AR",0.8288
"cty21147","McCreary County, KY",0.8288
"cty48189","Hale County, TX",0.8288
"cty37131","Northampton County, NC",0.8288
"cty26133","Osceola County, MI",0.8287
"cty51137","Orange County, VA",0.8286
"cty13285","Troup County, GA",0.8286
"cty48245","Jefferson County, TX",0.8285
"cty31123","Morrill County, NE",0.8285
"cty05097","Montgomery County, AR",0.8285
"cty42039","Crawford County, PA",0.8284
"cty37077","Granville County, NC",0.8283
"cty39131","Pike County, OH",0.8282
"cty21071","Floyd County, KY",0.8281
"cty48273","Kleberg County, TX",0.8278
"cty48169","Garza County, TX",0.8278
"cty53047","Okanogan County, WA",0.8277
"cty30015","Chouteau County, MT",0.8277
"cty40001","Adair County, OK",0.8276
"cty48337","Montague County, TX",0.8276
"cty21163","Meade County, KY",0.8275
"cty21013","Bell County, KY",0.8275
"cty48145","Falls County, TX",0.8274
"cty45031","Darlington County, SC",0.8272
"cty48073","Cherokee County, TX",0.8272
"cty29085","Hickory County, MO",0.8272
"cty40011","Blaine County, OK",0.8271
"cty13223","Paulding County, GA",0.8271
"cty13293","Upson County, GA",0.827
"cty53003","Asotin County, WA",0.827
"cty02290","Yukon-Koyukuk Census Area, AK",0.8269
"cty26159","Van Buren County, MI",0.8269
"cty48309","McLennan County, TX",0.8269
"cty48315","Marion County, TX",0.8267
"cty48399","Runnels County, TX",0.8266
"cty21075","Fulton County, KY",0.8265
"cty05105","Perry County, AR",0.8265
"cty54063","Monroe County, WV",0.8265
"cty22061","Lincoln Parish, LA",0.8262
"cty21003","Allen County, KY",0.8261
"cty37193","Wilkes County, NC",0.8261
"cty40071","Kay County, OK",0.826
"cty01119","Sumter County, AL",0.826
"cty48329","Midland County, TX",0.8259
"cty20057","Ford County, KS",0.8259
"cty26033","Chippewa County, MI",0.8258
"cty48035","Bosque County, TX",0.8258
"cty26071","Iron County, MI",0.8258
"cty05087","Madison County, AR",0.8257
"cty22037","East Feliciana Parish, LA",0.8257
"cty13019","Berrien County, GA",0.8257
"cty29057","Dade County, MO",0.8256
"cty46077","Kingsbury County, SD",0.8256
"cty35045","San Juan County, NM",0.8255
"cty08105","Rio Grande County, CO",0.8255
"cty01039","Covington County, AL",0.8254
"cty13175","Laurens County, GA",0.8253
"cty20097","Kiowa County, KS",0.8252
"cty40003","Alfalfa County, OK",0.8252
"cty48227","Howard County, TX",0.8251
"cty28019","Choctaw County, MS",0.8251
"cty37071","Gaston County, NC",0.825
"cty29175","Randolph County, MO",0.825
"cty13091","Dodge County, GA",0.825
"cty48387","Red River County, TX",0.8249
"cty12061","Indian River County, FL",0.8249
"cty21025","Breathitt County, KY",0.8249
"cty05057","Hempstead County, AR",0.8247
"cty05107","Phillips County, AR",0.8247
"cty35007","Colfax County, NM",0.8247
"cty45019","Charleston County, SC",0.8246
"cty37123","Montgomery County, NC",0.8246
"cty40151","Woods County, OK",0.8245
"cty16061","Lewis County, ID",0.8245
"cty29181","Ripley County, MO",0.8245
"cty22063","Livingston Parish, LA",0.8244
"cty48429","Stephens County, TX",0.8242
"cty22107","Tensas Parish, LA",0.8241
"cty48341","Moore County, TX",0.8241
"cty13101","Echols County, GA",0.8241
"cty29229","Wright County, MO",0.8239
"cty47115","Marion County, TN",0.8238
"cty37029","Camden County, NC",0.8238
"cty48151","Fisher County, TX",0.8238
"cty26023","Branch County, MI",0.8238
"cty47037","Davidson County, TN",0.8237
"cty32003","Clark County, NV",0.8237
"cty48291","Liberty County, TX",0.8237
"cty35061","Valencia County, NM",0.8236
"cty40041","Delaware County, OK",0.8233
"cty48093","Comanche County, TX",0.8233
"cty06031","Kings County, CA",0.8232
"cty13161","Jeff Davis County, GA",0.8232
"cty48115","Dawson County, TX",0.8232
"cty51840","Winchester city, VA",0.8232
"cty28033","DeSoto County, MS",0.8232
"cty26027","Cass County, MI",0.8232
"cty01059","Franklin County, AL",0.8231
"cty48255","Karnes County, TX",0.8231
"cty01043","Cullman County, AL",0.8231
"cty48017","Bailey County, TX",0.823
"cty08001","Adams County, CO",0.8229
"cty48063","Camp County, TX",0.8229
"cty12083","Marion County, FL",0.8228
"cty48029","Bexar County, TX",0.8227
"cty16003","Adams County, ID",0.8227
"cty40037","Creek County, OK",0.8226
"cty51147","Prince Edward County, VA",0.8225
"cty46047","Fall River County, SD",0.8224
"cty48123","DeWitt County, TX",0.8224
"cty29203","Shannon County, MO",0.8224
"cty33019","Sullivan County, NH",0.8224
"cty18085","Kosciusko County, IN",0.822
"cty48007","Aransas County, TX",0.8219
"cty01025","Clarke County, AL",0.8219
"cty21011","Bath County, KY",0.8218
"cty48201","Harris County, TX",0.8217
"cty01123","Tallapoosa County, AL",0.8217
"cty29079","Grundy County, MO",0.8216
"cty20175","Seward County, KS",0.8216
"cty01093","Marion County, AL",0.8215
"cty35031","McKinley County, NM",0.8212
"cty40043","Dewey County, OK",0.8212
"cty32023","Nye County, NV",0.8212
"cty13317","Wilkes County, GA",0.8212
"cty06025","Imperial County, CA",0.821
"cty21053","Clinton County, KY",0.821
"cty48103","Crane County, TX",0.821
"cty08019","Clear Creek County, CO",0.8208
"cty13215","Muscogee County, GA",0.8207
"cty12043","Glades County, FL",0.8207
"cty01079","Lawrence County, AL",0.8206
"cty47153","Sequatchie County, TN",0.8206
"cty21077","Gallatin County, KY",0.8202
"cty08099","Prowers County, CO",0.8201
"cty16009","Benewah County, ID",0.82
"cty26127","Oceana County, MI",0.82
"cty22071","Orleans Parish, LA",0.8199
"cty51800","Suffolk city, VA",0.8198
"cty21099","Hart County, KY",0.8197
"cty48287","Lee County, TX",0.8195
"cty41049","Morrow County, OR",0.8195
"cty48113","Dallas County, TX",0.8194
"cty38065","Oliver County, ND",0.8194
"cty29137","Monroe County, MO",0.8194
"cty40023","Choctaw County, OK",0.8191
"cty28109","Pearl River County, MS",0.8191
"cty48117","Deaf Smith County, TX",0.8191
"cty46119","Sully County, SD",0.8191
"cty13059","Clarke County, GA",0.819
"cty04009","Graham County, AZ",0.8189
"cty35015","Eddy County, NM",0.8188
"cty22073","Ouachita Parish, LA",0.8187
"cty22125","West Feliciana Parish, LA",0.8187
"cty21219","Todd County, KY",0.8186
"cty48445","Terry County, TX",0.8185
"cty29023","Butler County, MO",0.8184
"cty45021","Cherokee County, SC",0.8184
"cty48373","Polk County, TX",0.8183
"cty48405","San Augustine County, TX",0.8183
"cty47157","Shelby County, TN",0.8182
"cty17041","Douglas County, IL",0.8182
"cty20009","Barton County, KS",0.8181
"cty29109","Lawrence County, MO",0.8181
"cty13005","Bacon County, GA",0.8181
"cty04015","Mohave County, AZ",0.818
"cty48045","Briscoe County, TX",0.818
"cty48247","Jim Hogg County, TX",0.818
"cty35005","Chaves County, NM",0.8179
"cty06039","Madera County, CA",0.8179
"cty12031","Duval County, FL",0.8178
"cty28029","Copiah County, MS",0.8178
"cty13069","Coffee County, GA",0.8176
"cty11001","District of Columbia, DC",0.8175
"cty42119","Union County, PA",0.8175
"cty45037","Edgefield County, SC",0.8174
"cty37083","Halifax County, NC",0.8173
"cty12069","Lake County, FL",0.8172
"cty22017","Caddo Parish, LA",0.8172
"cty40127","Pushmataha County, OK",0.8171
"cty29129","Mercer County, MO",0.817
"cty37045","Cleveland County, NC",0.817
"cty21095","Harlan County, KY",0.8169
"cty28039","George County, MS",0.8169
"cty53077","Yakima County, WA",0.8168
"cty22027","Claiborne Parish, LA",0.8167
"cty13257","Stephens County, GA",0.8166
"cty53001","Adams County, WA",0.8166
"cty22101","St. Mary Parish, LA",0.8165
"cty18171","Warren County, IN",0.8165
"cty01017","Chambers County, AL",0.8164
"cty06053","Monterey County, CA",0.8162
"cty13105","Elbert County, GA",0.8162
"cty05093","Mississippi County, AR",0.8161
"cty13115","Floyd County, GA",0.8161
"cty35017","Grant County, NM",0.816
"cty48349","Navarro County, TX",0.8158
"cty37095","Hyde County, NC",0.8157
"cty21065","Estill County, KY",0.8156
"cty48409","San Patricio County, TX",0.8156
"cty08007","Archuleta County, CO",0.8154
"cty48025","Bee County, TX",0.8153
"cty51670","Hopewell city, VA",0.8153
"cty51740","Portsmouth city, VA",0.8152
"cty45007","Anderson County, SC",0.8152
"cty01009","Blount County, AL",0.8152
"cty37161","Rutherford County, NC",0.8152
"cty47007","Bledsoe County, TN",0.8152
"cty04007","Gila County, AZ",0.8151
"cty45087","Union County, SC",0.8151
"cty28147","Walthall County, MS",0.8151
"cty47097","Lauderdale County, TN",0.8149
"cty08055","Huerfano County, CO",0.8149
"cty37093","Hoke County, NC",0.8148
"cty12107","Putnam County, FL",0.8148
"cty29105","Laclede County, MO",0.8148
"cty12055","Highlands County, FL",0.8148
"cty22105","Tangipahoa Parish, LA",0.8148
"cty37169","Stokes County, NC",0.8147
"cty01021","Chilton County, AL",0.8147
"cty13077","Coweta County, GA",0.8147
"cty28047","Harrison County, MS",0.8146
"cty48321","Matagorda County, TX",0.8146
"cty40139","Texas County, OK",0.8146
"cty21057","Cumberland County, KY",0.8145
"cty13275","Thomas County, GA",0.8144
"cty48185","Grimes County, TX",0.8144
"cty48069","Castro County, TX",0.8143
"cty13261","Sumter County, GA",0.8141
"cty37061","Duplin County, NC",0.814
"cty22069","Natchitoches Parish, LA",0.814
"cty05133","Sevier County, AR",0.8137
"cty28013","Calhoun County, MS",0.8137
"cty01131","Wilcox County, AL",0.8137
"cty05037","Cross County, AR",0.8136
"cty48011","Armstrong County, TX",0.8135
"cty20209","Wyandotte County, KS",0.8134
"cty22079","Rapides Parish, LA",0.8133
"cty39047","Fayette County, OH",0.8131
"cty22043","Grant Parish, LA",0.813
"cty10001","Kent County, DE",0.8129
"cty36061","New York County, NY",0.8127
"cty45057","Lancaster County, SC",0.8127
"cty29159","Pettis County, MO",0.8126
"cty18149","Starke County, IN",0.8126
"cty37149","Polk County, NC",0.8125
"cty05061","Howard County, AR",0.8125
"cty01035","Conecuh County, AL",0.8125
"cty46105","Perkins County, SD",0.8124
"cty21211","Shelby County, KY",0.8124
"cty48053","Burnet County, TX",0.8124
"cty13049","Charlton County, GA",0.8122
"cty13129","Gordon County, GA",0.8122
"cty45067","Marion County, SC",0.8122
"cty51770","Roanoke city, VA",0.8121
"cty01083","Limestone County, AL",0.8121
"cty18101","Martin County, IN",0.8121
"cty12081","Manatee County, FL",0.812
"cty56019","Johnson County, WY",0.8119
"cty45025","Chesterfield County, SC",0.8119
"cty28105","Oktibbeha County, MS",0.8119
"cty40097","Mayes County, OK",0.8118
"cty48467","Van Zandt County, TX",0.8118
"cty28001","Adams County, MS",0.8117
"cty13087","Decatur County, GA",0.8116
"cty37195","Wilson County, NC",0.8116
"cty13217","Newton County, GA",0.8115
"cty40077","Latimer County, OK",0.8113
"cty20067","Grant County, KS",0.8113
"cty21129","Lee County, KY",0.8112
"cty35039","Rio Arriba County, NM",0.8111
"cty37027","Caldwell County, NC",0.8111
"cty29221","Washington County, MO",0.8111
"cty22077","Pointe Coupee Parish, LA",0.811
"cty28049","Hinds County, MS",0.8105
"cty28015","Carroll County, MS",0.8104
"cty13231","Pike County, GA",0.8103
"cty22121","West Baton Rouge Parish, LA",0.8102
"cty01005","Barbour County, AL",0.8101
"cty01041","Crenshaw County, AL",0.8101
"cty26035","Clare County, MI",0.81
"cty45039","Fairfield County, SC",0.81
"cty01101","Montgomery County, AL",0.8099
"cty28087","Lowndes County, MS",0.8099
"cty05071","Johnson County, AR",0.8098
"cty12111","St. Lucie County, FL",0.8094
"cty01095","Marshall County, AL",0.8094
"cty13267","Tattnall County, GA",0.8094
"cty08109","Saguache County, CO",0.8094
"cty21023","Bracken County, KY",0.8094
"cty45011","Barnwell County, SC",0.8091
"cty29201","Scott County, MO",0.8089
"cty01067","Henry County, AL",0.8089
"cty21139","Livingston County, KY",0.8088
"cty20055","Finney County, KS",0.8085
"cty40019","Carter County, OK",0.8084
"cty01097","Mobile County, AL",0.8083
"cty48355","Nueces County, TX",0.8081
"cty01027","Clay County, AL",0.808
"cty48135","Ector County, TX",0.8079
"cty51580","Covington city, VA",0.8079
"cty51710","Norfolk city, VA",0.8078
"cty12133","Washington County, FL",0.8077
"cty48003","Andrews County, TX",0.8077
"cty45059","Laurens County, SC",0.8076
"cty40029","Coal County, OK",0.8075
"cty13033","Burke County, GA",0.8075
"cty01015","Calhoun County, AL",0.8073
"cty13311","White County, GA",0.8073
"cty28141","Tishomingo County, MS",0.8072
"cty21103","Henry County, KY",0.807
"cty12105","Polk County, FL",0.8068
"cty13063","Clayton County, GA",0.8068
"cty22039","Evangeline Parish, LA",0.8068
"cty04027","Yuma County, AZ",0.8067
"cty04012","La Paz County, AZ",0.8065
"cty28041","Greene County, MS",0.8065
"cty18113","Noble County, IN",0.8062
"cty12123","Taylor County, FL",0.8061
"cty22111","Union Parish, LA",0.8061
"cty13035","Butts County, GA",0.8061
"cty13283","Treutlen County, GA",0.8061
"cty39001","Adams County, OH",0.8061
"cty40133","Seminole County, OK",0.806
"cty28007","Attala County, MS",0.806
"cty01053","Escambia County, AL",0.8059
"cty22001","Acadia Parish, LA",0.8059
"cty28111","Perry County, MS",0.8058
"cty12131","Walton County, FL",0.8057
"cty45053","Jasper County, SC",0.8056
"cty37157","Rockingham County, NC",0.8055
"cty28057","Itawamba County, MS",0.8055
"cty45047","Greenwood County, SC",0.8054
"cty48019","Bandera County, TX",0.8054
"cty38085","Sioux County, ND",0.8052
"cty22127","Winn Parish, LA",0.8052
"cty39163","Vinton County, OH",0.8049
"cty13127","Glynn County, GA",0.8048
"cty01111","Randolph County, AL",0.8048
"cty47139","Polk County, TN",0.8048
"cty29011","Barton County, MO",0.8047
"cty48419","Shelby County, TX",0.8047
"cty13165","Jenkins County, GA",0.8044
"cty45061","Lee County, SC",0.8044
"cty48057","Calhoun County, TX",0.8043
"cty20187","Stanton County, KS",0.8042
"cty18143","Scott County, IN",0.8042
"cty13181","Lincoln County, GA",0.8041
"cty28065","Jefferson Davis County, MS",0.8041
"cty13107","Emanuel County, GA",0.804
"cty28091","Marion County, MS",0.804
"cty04023","Santa Cruz County, AZ",0.8039
"cty40135","Sequoyah County, OK",0.8038
"cty28067","Jones County, MS",0.8037
"cty13139","Hall County, GA",0.8037
"cty05123","St. Francis County, AR",0.8037
"cty47015","Cannon County, TN",0.8036
"cty21109","Jackson County, KY",0.8036
"cty42071","Lancaster County, PA",0.8035
"cty28043","Grenada County, MS",0.8034
"cty05035","Crittenden County, AR",0.8034
"cty13001","Appling County, GA",0.8034
"cty01113","Russell County, AL",0.8032
"cty26149","St. Joseph County, MI",0.8032
"cty01049","DeKalb County, AL",0.8031
"cty01085","Lowndes County, AL",0.803
"cty48343","Morris County, TX",0.803
"cty12027","DeSoto County, FL",0.803
"cty48051","Burleson County, TX",0.8028
"cty29009","Barry County, MO",0.8025
"cty48249","Jim Wells County, TX",0.8024
"cty28137","Tate County, MS",0.8023
"cty12047","Hamilton County, FL",0.8023
"cty45009","Bamberg County, SC",0.8022
"cty48449","Titus County, TX",0.8021
"cty22091","St. Helena Parish, LA",0.802
"cty28131","Stone County, MS",0.8019
"cty28035","Forrest County, MS",0.8019
"cty13297","Walton County, GA",0.8018
"cty48217","Hill County, TX",0.8017
"cty13017","Ben Hill County, GA",0.8017
"cty35059","Union County, NM",0.8015
"cty48133","Eastland County, TX",0.8015
"cty28101","Newton County, MS",0.8012
"cty21223","Trimble County, KY",0.8012
"cty01121","Talladega County, AL",0.8012
"cty42087","Mifflin County, PA",0.8011
"cty22097","St. Landry Parish, LA",0.801
"cty47185","White County, TN",0.8009
"cty45077","Pickens County, SC",0.8008
"cty35041","Roosevelt County, NM",0.8008
"cty48131","Duval County, TX",0.8008
"cty13295","Walker County, GA",0.8007
"cty13171","Lamar County, GA",0.8006
"cty01125","Tuscaloosa County, AL",0.8006
"cty40033","Cotton County, OK",0.8005
"cty12077","Liberty County, FL",0.8005
"cty13163","Jefferson County, GA",0.8003
"cty37165","Scotland County, NC",0.8002
"cty47013","Campbell County, TN",0.8001
"cty01023","Choctaw County, AL",0.8
"cty48177","Gonzales County, TX",0.7998
"cty29155","Pemiscot County, MO",0.7998
"cty08031","Denver County, CO",0.7996
"cty05079","Lincoln County, AR",0.7996
